,State,417,423,430,437,444,451
0,Washington,349425,4581,4472,4454,4491,4546
1,Illinois,1209245,10207,9398,8550,7674,6788
2,California,3623063,21879,17744,14295,11428,9057
3,Arizona,832743,5970,5042,4231,3531,2931
4,Massachusetts,602308,9787,9275,8793,8290,7730
5,Wisconsin,625359,3338,2906,2506,2138,1800
6,Texas,2727462,24960,20152,16374,13334,10841
7,Nebraska,204638,1523,1316,1132,968,821
8,Utah,378379,2784,2402,2097,1843,1625
9,Oregon,159617,1980,1929,1924,1948,1985
10,Florida,1976808,29947,26960,24068,21276,18597
11,New York,1741363,44876,41845,38422,34694,30768
12,Rhode Island,130502,2222,2115,1968,1779,1554
13,Georgia,1033786,12225,10975,10004,9219,8555
14,New Hampshire,78615,1510,1460,1403,1330,1234
15,North Carolina,882715,8523,7062,6020,5269,4708
16,New Jersey,837861,24244,24087,23569,22655,21339
17,Colorado,443968,6338,6244,6189,6140,6065
18,Maryland,393441,4908,4674,4457,4249,4039
19,Nevada,299287,2776,2768,2752,2728,2694
20,Tennessee,789652,6585,5888,5277,4717,4188
21,Hawaii,28554,319,324,333,343,351
22,Indiana,672554,5109,4863,4649,4464,4301
23,Kentucky,416215,4654,3844,3187,2654,2216
24,Minnesota,497392,7295,7742,8188,8603,8948
25,Oklahoma,432483,2632,2019,1556,1203,929
26,Pennsylvania,968259,16998,16411,15903,15435,14958
27,South Carolina,533421,6297,4885,3841,3057,2458
28,District of Columbia,42511,947,979,1011,1040,1061
29,Kansas,299995,1478,1241,1058,910,786
30,Missouri,571005,2916,2378,1924,1539,1214
31,Vermont,16890,756,806,876,962,1055
32,Virginia,594735,7789,6833,6121,5577,5137
33,Connecticut,290577,3980,3542,3126,2716,2309
34,Iowa,342886,2306,1963,1646,1354,1091
35,Louisiana,437393,2865,2453,2171,1976,1836
36,Ohio,989191,8798,7522,6457,5554,4771
37,Michigan,670088,16620,19792,23299,27004,30696
38,South Dakota,114623,1095,1075,1036,979,905
39,Arkansas,326943,1983,1585,1287,1060,883
40,Delaware,90381,1697,1670,1653,1642,1629
41,Mississippi,300780,3016,2788,2573,2368,2167
42,New Mexico,188311,1159,940,754,597,464
43,North Dakota,100976,556,529,494,452,405
44,Wyoming,55163,295,247,207,172,143
45,Alaska,60207,995,981,961,934,898
46,Maine,47032,1328,1450,1609,1811,2055
47,Alabama,503673,3628,2892,2317,1869,1521
48,Idaho,175236,1847,1877,1918,1963,2006
49,Montana,101760,851,757,679,614,557
50,Puerto Rico,102995,1548,1711,1951,2283,2726
51,Virgin Islands,2767,NaN,NaN,NaN,NaN,NaN
52,Guam,7768,NaN,NaN,NaN,NaN,NaN
53,West Virginia,135468,1593,1470,1375,1299,1233
54,Northern Mariana Islands,154,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
