,State,488,493,500,507,514
0,Washington,NaN,73,68,62,57
1,Illinois,NaN,181,153,135,130
2,California,NaN,260,242,214,199
3,Arizona,NaN,74,63,57,53
4,Massachusetts,NaN,63,55,47,41
5,Wisconsin,NaN,42,41,37,34
6,Texas,NaN,262,234,211,202
7,Nebraska,NaN,9,11,8,7
8,Utah,NaN,32,28,25,24
9,Oregon,NaN,37,36,30,27
10,Florida,NaN,337,286,257,256
11,New York,NaN,185,169,151,142
12,Rhode Island,NaN,7,8,8,7
13,Georgia,NaN,141,115,100,98
14,New Hampshire,NaN,13,11,9,8
15,North Carolina,NaN,92,85,78,70
16,New Jersey,NaN,117,93,84,80
17,Colorado,NaN,61,59,50,45
18,Maryland,NaN,67,56,48,46
19,Nevada,NaN,26,25,23,22
20,Tennessee,NaN,63,55,48,44
21,Hawaii,NaN,4,5,5,4
22,Indiana,NaN,70,62,56,51
23,Kentucky,NaN,55,49,45,45
24,Minnesota,NaN,65,58,49,43
25,Oklahoma,NaN,33,29,26,24
26,Pennsylvania,NaN,202,171,149,147
27,South Carolina,NaN,37,36,32,29
28,District of Columbia,NaN,6,5,4,4
29,Kansas,NaN,17,17,17,16
30,Missouri,NaN,53,49,45,43
31,Vermont,NaN,3,3,2,2
32,Virginia,NaN,84,73,63,59
33,Connecticut,NaN,32,28,24,21
34,Iowa,NaN,28,24,21,19
35,Louisiana,NaN,44,40,38,37
36,Ohio,NaN,61,61,58,45
37,Michigan,NaN,196,161,139,132
38,South Dakota,NaN,10,8,7,7
39,Arkansas,NaN,23,21,19,18
40,Delaware,NaN,9,9,8,7
41,Mississippi,NaN,25,23,23,23
42,New Mexico,NaN,17,16,15,15
43,North Dakota,NaN,4,4,4,3
44,Wyoming,NaN,1,2,3,2
45,Alaska,NaN,10,8,7,6
46,Maine,NaN,14,12,10,8
47,Alabama,NaN,64,52,46,46
48,Idaho,NaN,12,12,12,11
49,Montana,NaN,6,6,5,4
50,Puerto Rico,NaN,34,28,25,24
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,20,20,18,18
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
