,State,404,409,416,423,430
0,Washington,4969,109,100,96,90
1,Illinois,22759,220,188,172,171
2,California,52491,1525,1213,985,811
3,Arizona,15979,354,263,215,170
4,Massachusetts,16144,219,177,156,146
5,Wisconsin,7014,87,78,75,74
6,Texas,43909,1018,815,801,930
7,Nebraska,2082,26,25,20,17
8,Utah,1940,41,35,29,24
9,Oregon,2212,39,35,30,25
10,Florida,30999,744,650,574,512
11,New York,47719,692,634,596,580
12,Rhode Island,2517,26,26,25,26
13,Georgia,17376,456,383,343,347
14,New Hampshire,1170,19,16,14,11
15,North Carolina,11254,274,219,173,138
16,New Jersey,23273,332,324,331,350
17,Colorado,5952,49,39,32,27
18,Maryland,7879,108,89,77,79
19,Nevada,4957,83,68,61,65
20,Tennessee,11421,244,190,156,138
21,Hawaii,438,4,4,5,6
22,Indiana,12595,160,123,98,81
23,Kentucky,4652,146,117,99,86
24,Minnesota,6554,49,46,47,49
25,Oklahoma,4478,146,113,96,88
26,Pennsylvania,23984,359,310,262,237
27,South Carolina,8562,261,209,166,131
28,District of Columbia,1019,15,14,16,21
29,Kansas,4700,86,64,53,40
30,Missouri,8283,150,126,102,90
31,Vermont,205,7,6,6,5
32,Virginia,8783,394,304,237,199
33,Connecticut,7651,81,73,71,73
34,Iowa,5472,249,332,366,161
35,Louisiana,9628,100,75,61,58
36,Ohio,17346,180,151,127,109
37,Michigan,16519,144,139,135,127
38,South Dakota,1888,20,20,20,19
39,Arkansas,5250,49,31,19,12
40,Delaware,1422,22,20,20,21
41,Mississippi,6681,79,69,57,52
42,New Mexico,3729,64,56,48,42
43,North Dakota,1475,5,5,5,4
44,Wyoming,671,4,4,4,6
45,Alaska,300,3,3,3,2
46,Maine,703,17,17,22,31
47,Alabama,9931,238,172,146,130
48,Idaho,1867,22,20,19,18
49,Montana,1357,16,13,11,10
50,Puerto Rico,2037,38,34,31,29
51,Virgin Islands,25,0,0,0,0
52,Guam,131,0,0,0,0
53,West Virginia,2300,33,27,25,23
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
