,State,690,696
0,Washington,NaN,10915
1,Illinois,NaN,53972
2,California,NaN,50736
3,Arizona,NaN,24582
4,Massachusetts,NaN,39066
5,Wisconsin,NaN,13264
6,Texas,NaN,26911
7,Nebraska,NaN,6661
8,Utah,NaN,10655
9,Oregon,NaN,6271
10,Florida,NaN,13925
11,New York,NaN,77386
12,Rhode Island,NaN,8002
13,Georgia,NaN,11585
14,New Hampshire,NaN,8146
15,North Carolina,NaN,23858
16,New Jersey,NaN,35462
17,Colorado,NaN,13933
18,Maryland,NaN,0
19,Nevada,NaN,4539
20,Tennessee,NaN,11659
21,Hawaii,NaN,879
22,Indiana,NaN,31750
23,Kentucky,NaN,20008
24,Minnesota,NaN,24596
25,Oklahoma,NaN,13081
26,Pennsylvania,NaN,65078
27,South Carolina,NaN,8829
28,District of Columbia,NaN,1637
29,Kansas,NaN,17536
30,Missouri,NaN,10874
31,Vermont,NaN,3072
32,Virginia,NaN,19011
33,Connecticut,NaN,19652
34,Iowa,NaN,12342
35,Louisiana,NaN,3109
36,Ohio,NaN,57110
37,Michigan,NaN,45303
38,South Dakota,NaN,3021
39,Arkansas,NaN,5147
40,Delaware,NaN,4597
41,Mississippi,NaN,4524
42,New Mexico,NaN,10472
43,North Dakota,NaN,1919
44,Wyoming,NaN,1007
45,Alaska,NaN,1072
46,Maine,NaN,7699
47,Alabama,NaN,4380
48,Idaho,NaN,2317
49,Montana,NaN,1127
50,Puerto Rico,NaN,992
51,Virgin Islands,NaN,82
52,Guam,NaN,50
53,West Virginia,NaN,6100
54,Northern Mariana Islands,NaN,591
55,American Samoa,NaN,0
