,State,676,682
0,Washington,NaN,7668
1,Illinois,NaN,42892
2,California,NaN,14866
3,Arizona,NaN,21599
4,Massachusetts,NaN,23490
5,Wisconsin,NaN,27800
6,Texas,NaN,12321
7,Nebraska,NaN,6275
8,Utah,NaN,6978
9,Oregon,NaN,5044
10,Florida,NaN,1316
11,New York,NaN,49146
12,Rhode Island,NaN,4078
13,Georgia,NaN,7474
14,New Hampshire,NaN,8665
15,North Carolina,NaN,16125
16,New Jersey,NaN,16662
17,Colorado,NaN,13496
18,Maryland,NaN,6108
19,Nevada,NaN,4081
20,Tennessee,NaN,10063
21,Hawaii,NaN,470
22,Indiana,NaN,28737
23,Kentucky,NaN,13991
24,Minnesota,NaN,25513
25,Oklahoma,NaN,5600
26,Pennsylvania,NaN,39094
27,South Carolina,NaN,5124
28,District of Columbia,NaN,906
29,Kansas,NaN,9884
30,Missouri,NaN,12709
31,Vermont,NaN,2776
32,Virginia,NaN,12651
33,Connecticut,NaN,7443
34,Iowa,NaN,11980
35,Louisiana,NaN,2061
36,Ohio,NaN,37706
37,Michigan,NaN,68311
38,South Dakota,NaN,2319
39,Arkansas,NaN,2558
40,Delaware,NaN,2436
41,Mississippi,NaN,3666
42,New Mexico,NaN,9906
43,North Dakota,NaN,2347
44,Wyoming,NaN,1079
45,Alaska,NaN,1837
46,Maine,NaN,3052
47,Alabama,NaN,2233
48,Idaho,NaN,2467
49,Montana,NaN,1271
50,Puerto Rico,NaN,497
51,Virgin Islands,NaN,97
52,Guam,NaN,31
53,West Virginia,NaN,5627
54,Northern Mariana Islands,NaN,3
55,American Samoa,NaN,0
