,State,718,724
0,Washington,NaN,94247
1,Illinois,NaN,241298
2,California,NaN,597589
3,Arizona,NaN,111351
4,Massachusetts,NaN,204696
5,Wisconsin,NaN,92802
6,Texas,NaN,496168
7,Nebraska,NaN,26892
8,Utah,NaN,58477
9,Oregon,NaN,52111
10,Florida,NaN,438290
11,New York,NaN,584831
12,Rhode Island,NaN,46886
13,Georgia,NaN,211516
14,New Hampshire,NaN,21860
15,North Carolina,NaN,181684
16,New Jersey,NaN,283564
17,Colorado,NaN,73645
18,Maryland,NaN,97386
19,Nevada,NaN,28736
20,Tennessee,NaN,121291
21,Hawaii,NaN,30553
22,Indiana,NaN,102858
23,Kentucky,NaN,64939
24,Minnesota,NaN,38543
25,Oklahoma,NaN,38879
26,Pennsylvania,NaN,229196
27,South Carolina,NaN,103566
28,District of Columbia,NaN,12740
29,Kansas,NaN,43345
30,Missouri,NaN,83968
31,Vermont,NaN,12564
32,Virginia,NaN,133351
33,Connecticut,NaN,79899
34,Iowa,NaN,36245
35,Louisiana,NaN,110333
36,Ohio,NaN,142635
37,Michigan,NaN,163958
38,South Dakota,NaN,16356
39,Arkansas,NaN,60633
40,Delaware,NaN,22615
41,Mississippi,NaN,52021
42,New Mexico,NaN,23174
43,North Dakota,NaN,9914
44,Wyoming,NaN,5326
45,Alaska,NaN,9713
46,Maine,NaN,6508
47,Alabama,NaN,79259
48,Idaho,NaN,9974
49,Montana,NaN,7071
50,Puerto Rico,NaN,82305
51,Virgin Islands,NaN,3246
52,Guam,NaN,1487
53,West Virginia,NaN,30754
54,Northern Mariana Islands,NaN,389
55,American Samoa,NaN,0
