,State,634,640
0,Washington,NaN,16696
1,Illinois,NaN,13957
2,California,NaN,36337
3,Arizona,NaN,14889
4,Massachusetts,NaN,9786
5,Wisconsin,NaN,18567
6,Texas,NaN,32501
7,Nebraska,NaN,5109
8,Utah,NaN,8936
9,Oregon,NaN,6728
10,Florida,NaN,501
11,New York,NaN,30269
12,Rhode Island,NaN,1962
13,Georgia,NaN,9180
14,New Hampshire,NaN,1881
15,North Carolina,NaN,17716
16,New Jersey,NaN,8484
17,Colorado,NaN,17979
18,Maryland,NaN,5746
19,Nevada,NaN,3329
20,Tennessee,NaN,10218
21,Hawaii,NaN,658
22,Indiana,NaN,10475
23,Kentucky,NaN,11893
24,Minnesota,NaN,21477
25,Oklahoma,NaN,7164
26,Pennsylvania,NaN,29370
27,South Carolina,NaN,6643
28,District of Columbia,NaN,96
29,Kansas,NaN,4949
30,Missouri,NaN,6670
31,Vermont,NaN,1733
32,Virginia,NaN,10185
33,Connecticut,NaN,2577
34,Iowa,NaN,7994
35,Louisiana,NaN,3623
36,Ohio,NaN,27852
37,Michigan,NaN,31826
38,South Dakota,NaN,2124
39,Arkansas,NaN,4103
40,Delaware,NaN,2238
41,Mississippi,NaN,2040
42,New Mexico,NaN,4451
43,North Dakota,NaN,3044
44,Wyoming,NaN,2539
45,Alaska,NaN,8427
46,Maine,NaN,3274
47,Alabama,NaN,4822
48,Idaho,NaN,7991
49,Montana,NaN,6496
50,Puerto Rico,NaN,1356
51,Virgin Islands,NaN,133
52,Guam,NaN,607
53,West Virginia,NaN,6526
54,Northern Mariana Islands,NaN,2
55,American Samoa,NaN,0
