,State,669,675
0,Washington,NaN,11440
1,Illinois,NaN,33657
2,California,NaN,36760
3,Arizona,NaN,29122
4,Massachusetts,NaN,22775
5,Wisconsin,NaN,28436
6,Texas,NaN,23433
7,Nebraska,NaN,7566
8,Utah,NaN,11117
9,Oregon,NaN,5192
10,Florida,NaN,8010
11,New York,NaN,49835
12,Rhode Island,NaN,3920
13,Georgia,NaN,8149
14,New Hampshire,NaN,7066
15,North Carolina,NaN,13062
16,New Jersey,NaN,16454
17,Colorado,NaN,21171
18,Maryland,NaN,6847
19,Nevada,NaN,4507
20,Tennessee,NaN,10934
21,Hawaii,NaN,1305
22,Indiana,NaN,24741
23,Kentucky,NaN,11578
24,Minnesota,NaN,32171
25,Oklahoma,NaN,6551
26,Pennsylvania,NaN,44366
27,South Carolina,NaN,4621
28,District of Columbia,NaN,756
29,Kansas,NaN,8683
30,Missouri,NaN,11989
31,Vermont,NaN,2495
32,Virginia,NaN,9904
33,Connecticut,NaN,6479
34,Iowa,NaN,11500
35,Louisiana,NaN,2526
36,Ohio,NaN,43551
37,Michigan,NaN,68284
38,South Dakota,NaN,3368
39,Arkansas,NaN,4932
40,Delaware,NaN,3142
41,Mississippi,NaN,2720
42,New Mexico,NaN,10937
43,North Dakota,NaN,3385
44,Wyoming,NaN,1568
45,Alaska,NaN,2225
46,Maine,NaN,4825
47,Alabama,NaN,3104
48,Idaho,NaN,3462
49,Montana,NaN,3063
50,Puerto Rico,NaN,888
51,Virgin Islands,NaN,127
52,Guam,NaN,32
53,West Virginia,NaN,6540
54,Northern Mariana Islands,NaN,27
55,American Samoa,NaN,0
