,State,704,710
0,Washington,NaN,21601
1,Illinois,NaN,107228
2,California,NaN,102900
3,Arizona,NaN,19447
4,Massachusetts,NaN,66597
5,Wisconsin,NaN,29734
6,Texas,NaN,100885
7,Nebraska,NaN,4978
8,Utah,NaN,6208
9,Oregon,NaN,7888
10,Florida,NaN,75419
11,New York,NaN,231803
12,Rhode Island,NaN,14148
13,Georgia,NaN,54177
14,New Hampshire,NaN,7925
15,North Carolina,NaN,30802
16,New Jersey,NaN,113123
17,Colorado,NaN,24179
18,Maryland,NaN,34853
19,Nevada,NaN,7183
20,Tennessee,NaN,22976
21,Hawaii,NaN,11949
22,Indiana,NaN,27327
23,Kentucky,NaN,16192
24,Minnesota,NaN,17111
25,Oklahoma,NaN,8112
26,Pennsylvania,NaN,73236
27,South Carolina,NaN,11548
28,District of Columbia,NaN,13017
29,Kansas,NaN,14063
30,Missouri,NaN,21392
31,Vermont,NaN,2774
32,Virginia,NaN,43438
33,Connecticut,NaN,15416
34,Iowa,NaN,9691
35,Louisiana,NaN,14617
36,Ohio,NaN,100198
37,Michigan,NaN,44825
38,South Dakota,NaN,1995
39,Arkansas,NaN,7708
40,Delaware,NaN,6680
41,Mississippi,NaN,6893
42,New Mexico,NaN,7249
43,North Dakota,NaN,2204
44,Wyoming,NaN,619
45,Alaska,NaN,895
46,Maine,NaN,7992
47,Alabama,NaN,15647
48,Idaho,NaN,2001
49,Montana,NaN,785
50,Puerto Rico,NaN,24536
51,Virgin Islands,NaN,1753
52,Guam,NaN,63
53,West Virginia,NaN,7774
54,Northern Mariana Islands,NaN,551
55,American Samoa,NaN,0
