,State,648,654
0,Washington,NaN,15682
1,Illinois,NaN,14290
2,California,NaN,33973
3,Arizona,NaN,15445
4,Massachusetts,NaN,10827
5,Wisconsin,NaN,13137
6,Texas,NaN,25551
7,Nebraska,NaN,5087
8,Utah,NaN,12493
9,Oregon,NaN,7630
10,Florida,NaN,8016
11,New York,NaN,21102
12,Rhode Island,NaN,1103
13,Georgia,NaN,6713
14,New Hampshire,NaN,1200
15,North Carolina,NaN,10935
16,New Jersey,NaN,9372
17,Colorado,NaN,22050
18,Maryland,NaN,5019
19,Nevada,NaN,4003
20,Tennessee,NaN,4897
21,Hawaii,NaN,922
22,Indiana,NaN,10200
23,Kentucky,NaN,7732
24,Minnesota,NaN,16711
25,Oklahoma,NaN,3388
26,Pennsylvania,NaN,23722
27,South Carolina,NaN,4212
28,District of Columbia,NaN,641
29,Kansas,NaN,5038
30,Missouri,NaN,6552
31,Vermont,NaN,1322
32,Virginia,NaN,7363
33,Connecticut,NaN,1970
34,Iowa,NaN,7144
35,Louisiana,NaN,1952
36,Ohio,NaN,21071
37,Michigan,NaN,26767
38,South Dakota,NaN,2841
39,Arkansas,NaN,2626
40,Delaware,NaN,1470
41,Mississippi,NaN,2378
42,New Mexico,NaN,7314
43,North Dakota,NaN,3591
44,Wyoming,NaN,2697
45,Alaska,NaN,3569
46,Maine,NaN,3542
47,Alabama,NaN,7259
48,Idaho,NaN,4941
49,Montana,NaN,3664
50,Puerto Rico,NaN,697
51,Virgin Islands,NaN,95
52,Guam,NaN,665
53,West Virginia,NaN,5721
54,Northern Mariana Islands,NaN,28
55,American Samoa,NaN,0
