,State,760,766
0,Washington,NaN,6666
1,Illinois,NaN,12614
2,California,NaN,21572
3,Arizona,NaN,7654
4,Massachusetts,NaN,7592
5,Wisconsin,NaN,5338
6,Texas,NaN,43633
7,Nebraska,NaN,294
8,Utah,NaN,3431
9,Oregon,NaN,4918
10,Florida,NaN,23267
11,New York,NaN,13825
12,Rhode Island,NaN,1173
13,Georgia,NaN,8421
14,New Hampshire,NaN,4394
15,North Carolina,NaN,15669
16,New Jersey,NaN,9837
17,Colorado,NaN,11239
18,Maryland,NaN,4993
19,Nevada,NaN,1410
20,Tennessee,NaN,14096
21,Hawaii,NaN,1342
22,Indiana,NaN,2477
23,Kentucky,NaN,13754
24,Minnesota,NaN,5512
25,Oklahoma,NaN,1614
26,Pennsylvania,NaN,15093
27,South Carolina,NaN,6000
28,District of Columbia,NaN,753
29,Kansas,NaN,21508
30,Missouri,NaN,13207
31,Vermont,NaN,1142
32,Virginia,NaN,11365
33,Connecticut,NaN,4826
34,Iowa,NaN,3543
35,Louisiana,NaN,4020
36,Ohio,NaN,6907
37,Michigan,NaN,10221
38,South Dakota,NaN,1027
39,Arkansas,NaN,4463
40,Delaware,NaN,1036
41,Mississippi,NaN,6319
42,New Mexico,NaN,3387
43,North Dakota,NaN,915
44,Wyoming,NaN,539
45,Alaska,NaN,1356
46,Maine,NaN,29866
47,Alabama,NaN,3219
48,Idaho,NaN,8970
49,Montana,NaN,3291
50,Puerto Rico,NaN,5539
51,Virgin Islands,NaN,66
52,Guam,NaN,2021
53,West Virginia,NaN,4885
54,Northern Mariana Islands,NaN,1539
55,American Samoa,NaN,0
