,State,746,752
0,Washington,NaN,58792
1,Illinois,NaN,25031
2,California,NaN,147836
3,Arizona,NaN,39706
4,Massachusetts,NaN,14640
5,Wisconsin,NaN,18890
6,Texas,NaN,148157
7,Nebraska,NaN,3954
8,Utah,NaN,7932
9,Oregon,NaN,22170
10,Florida,NaN,71078
11,New York,NaN,18798
12,Rhode Island,NaN,1706
13,Georgia,NaN,22427
14,New Hampshire,NaN,4139
15,North Carolina,NaN,52993
16,New Jersey,NaN,10009
17,Colorado,NaN,8328
18,Maryland,NaN,4804
19,Nevada,NaN,8463
20,Tennessee,NaN,96743
21,Hawaii,NaN,7271
22,Indiana,NaN,30460
23,Kentucky,NaN,37881
24,Minnesota,NaN,44986
25,Oklahoma,NaN,12983
26,Pennsylvania,NaN,28262
27,South Carolina,NaN,33129
28,District of Columbia,NaN,921
29,Kansas,NaN,11709
30,Missouri,NaN,14654
31,Vermont,NaN,2489
32,Virginia,NaN,24312
33,Connecticut,NaN,3136
34,Iowa,NaN,9576
35,Louisiana,NaN,13528
36,Ohio,NaN,14595
37,Michigan,NaN,28049
38,South Dakota,NaN,1909
39,Arkansas,NaN,13021
40,Delaware,NaN,1231
41,Mississippi,NaN,29109
42,New Mexico,NaN,12576
43,North Dakota,NaN,3657
44,Wyoming,NaN,4039
45,Alaska,NaN,8296
46,Maine,NaN,5838
47,Alabama,NaN,21924
48,Idaho,NaN,9219
49,Montana,NaN,5792
50,Puerto Rico,NaN,4245
51,Virgin Islands,NaN,194
52,Guam,NaN,4461
53,West Virginia,NaN,12950
54,Northern Mariana Islands,NaN,1413
55,American Samoa,NaN,2
