,State,662,668
0,Washington,NaN,13568
1,Illinois,NaN,24141
2,California,NaN,41967
3,Arizona,NaN,28244
4,Massachusetts,NaN,13546
5,Wisconsin,NaN,24187
6,Texas,NaN,23493
7,Nebraska,NaN,5921
8,Utah,NaN,11899
9,Oregon,NaN,4796
10,Florida,NaN,8786
11,New York,NaN,43727
12,Rhode Island,NaN,2627
13,Georgia,NaN,5689
14,New Hampshire,NaN,5204
15,North Carolina,NaN,11135
16,New Jersey,NaN,12522
17,Colorado,NaN,21334
18,Maryland,NaN,5989
19,Nevada,NaN,3861
20,Tennessee,NaN,7091
21,Hawaii,NaN,947
22,Indiana,NaN,18387
23,Kentucky,NaN,8765
24,Minnesota,NaN,36214
25,Oklahoma,NaN,4753
26,Pennsylvania,NaN,40608
27,South Carolina,NaN,4118
28,District of Columbia,NaN,613
29,Kansas,NaN,7849
30,Missouri,NaN,10363
31,Vermont,NaN,2855
32,Virginia,NaN,9114
33,Connecticut,NaN,3011
34,Iowa,NaN,11405
35,Louisiana,NaN,1162
36,Ohio,NaN,37320
37,Michigan,NaN,31135
38,South Dakota,NaN,2629
39,Arkansas,NaN,3557
40,Delaware,NaN,1968
41,Mississippi,NaN,1604
42,New Mexico,NaN,11014
43,North Dakota,NaN,3285
44,Wyoming,NaN,2193
45,Alaska,NaN,2045
46,Maine,NaN,3498
47,Alabama,NaN,5661
48,Idaho,NaN,2516
49,Montana,NaN,3011
50,Puerto Rico,NaN,840
51,Virgin Islands,NaN,60
52,Guam,NaN,110
53,West Virginia,NaN,6014
54,Northern Mariana Islands,NaN,7
55,American Samoa,NaN,0
