,State,725,731
0,Washington,NaN,159365
1,Illinois,NaN,201641
2,California,NaN,1106403
3,Arizona,NaN,167734
4,Massachusetts,NaN,140946
5,Wisconsin,NaN,138775
6,Texas,NaN,692310
7,Nebraska,NaN,34237
8,Utah,NaN,90904
9,Oregon,NaN,81943
10,Florida,NaN,538096
11,New York,NaN,246748
12,Rhode Island,NaN,47208
13,Georgia,NaN,186244
14,New Hampshire,NaN,31562
15,North Carolina,NaN,244649
16,New Jersey,NaN,122268
17,Colorado,NaN,155430
18,Maryland,NaN,76072
19,Nevada,NaN,51308
20,Tennessee,NaN,79301
21,Hawaii,NaN,37812
22,Indiana,NaN,130304
23,Kentucky,NaN,73368
24,Minnesota,NaN,84147
25,Oklahoma,NaN,84320
26,Pennsylvania,NaN,206745
27,South Carolina,NaN,153720
28,District of Columbia,NaN,13200
29,Kansas,NaN,52913
30,Missouri,NaN,120357
31,Vermont,NaN,14983
32,Virginia,NaN,176251
33,Connecticut,NaN,71064
34,Iowa,NaN,43430
35,Louisiana,NaN,115498
36,Ohio,NaN,162915
37,Michigan,NaN,163194
38,South Dakota,NaN,17643
39,Arkansas,NaN,81725
40,Delaware,NaN,29681
41,Mississippi,NaN,57579
42,New Mexico,NaN,38528
43,North Dakota,NaN,18762
44,Wyoming,NaN,8863
45,Alaska,NaN,16107
46,Maine,NaN,8160
47,Alabama,NaN,100690
48,Idaho,NaN,17061
49,Montana,NaN,11676
50,Puerto Rico,NaN,69094
51,Virgin Islands,NaN,1833
52,Guam,NaN,3512
53,West Virginia,NaN,34286
54,Northern Mariana Islands,NaN,250
55,American Samoa,NaN,0
