,State,732,738
0,Washington,NaN,112919
1,Illinois,NaN,224279
2,California,NaN,680228
3,Arizona,NaN,146679
4,Massachusetts,NaN,64634
5,Wisconsin,NaN,171578
6,Texas,NaN,467708
7,Nebraska,NaN,43627
8,Utah,NaN,98656
9,Oregon,NaN,69676
10,Florida,NaN,243212
11,New York,NaN,91783
12,Rhode Island,NaN,21927
13,Georgia,NaN,111499
14,New Hampshire,NaN,27407
15,North Carolina,NaN,252047
16,New Jersey,NaN,28717
17,Colorado,NaN,83375
18,Maryland,NaN,20586
19,Nevada,NaN,84578
20,Tennessee,NaN,156544
21,Hawaii,NaN,36259
22,Indiana,NaN,108970
23,Kentucky,NaN,89614
24,Minnesota,NaN,70964
25,Oklahoma,NaN,105486
26,Pennsylvania,NaN,93360
27,South Carolina,NaN,138294
28,District of Columbia,NaN,1262
29,Kansas,NaN,63969
30,Missouri,NaN,102141
31,Vermont,NaN,6154
32,Virginia,NaN,88604
33,Connecticut,NaN,24837
34,Iowa,NaN,36830
35,Louisiana,NaN,83588
36,Ohio,NaN,157449
37,Michigan,NaN,163261
38,South Dakota,NaN,16298
39,Arkansas,NaN,78255
40,Delaware,NaN,12280
41,Mississippi,NaN,48849
42,New Mexico,NaN,54248
43,North Dakota,NaN,20997
44,Wyoming,NaN,13255
45,Alaska,NaN,22002
46,Maine,NaN,5339
47,Alabama,NaN,107148
48,Idaho,NaN,25038
49,Montana,NaN,13764
50,Puerto Rico,NaN,18836
51,Virgin Islands,NaN,375
52,Guam,NaN,5436
53,West Virginia,NaN,31802
54,Northern Mariana Islands,NaN,311
55,American Samoa,NaN,0
