,State,781,787
0,Washington,NaN,6369
1,Illinois,NaN,7206
2,California,NaN,22568
3,Arizona,NaN,4589
4,Massachusetts,NaN,4258
5,Wisconsin,NaN,2618
6,Texas,NaN,31727
7,Nebraska,NaN,3644
8,Utah,NaN,532
9,Oregon,NaN,1448
10,Florida,NaN,4470
11,New York,NaN,10089
12,Rhode Island,NaN,848
13,Georgia,NaN,4450
14,New Hampshire,NaN,1101
15,North Carolina,NaN,6745
16,New Jersey,NaN,6059
17,Colorado,NaN,7813
18,Maryland,NaN,1892
19,Nevada,NaN,2668
20,Tennessee,NaN,1342
21,Hawaii,NaN,571
22,Indiana,NaN,2195
23,Kentucky,NaN,519
24,Minnesota,NaN,2008
25,Oklahoma,NaN,1604
26,Pennsylvania,NaN,4966
27,South Carolina,NaN,1123
28,District of Columbia,NaN,22
29,Kansas,NaN,586
30,Missouri,NaN,3057
31,Vermont,NaN,847
32,Virginia,NaN,4942
33,Connecticut,NaN,5277
34,Iowa,NaN,1710
35,Louisiana,NaN,723
36,Ohio,NaN,2534
37,Michigan,NaN,4398
38,South Dakota,NaN,470
39,Arkansas,NaN,2832
40,Delaware,NaN,892
41,Mississippi,NaN,629
42,New Mexico,NaN,1519
43,North Dakota,NaN,353
44,Wyoming,NaN,174
45,Alaska,NaN,2950
46,Maine,NaN,253
47,Alabama,NaN,5520
48,Idaho,NaN,2883
49,Montana,NaN,87
50,Puerto Rico,NaN,876
51,Virgin Islands,NaN,59
52,Guam,NaN,687
53,West Virginia,NaN,1804
54,Northern Mariana Islands,NaN,238
55,American Samoa,NaN,339
