,State,711,717
0,Washington,NaN,55095
1,Illinois,NaN,202307
2,California,NaN,310630
3,Arizona,NaN,28665
4,Massachusetts,NaN,129662
5,Wisconsin,NaN,50433
6,Texas,NaN,134202
7,Nebraska,NaN,8018
8,Utah,NaN,15809
9,Oregon,NaN,12701
10,Florida,NaN,380708
11,New York,NaN,504088
12,Rhode Island,NaN,14263
13,Georgia,NaN,141967
14,New Hampshire,NaN,7800
15,North Carolina,NaN,61655
16,New Jersey,NaN,233412
17,Colorado,NaN,61727
18,Maryland,NaN,100066
19,Nevada,NaN,13306
20,Tennessee,NaN,59918
21,Hawaii,NaN,21684
22,Indiana,NaN,40721
23,Kentucky,NaN,21841
24,Minnesota,NaN,24783
25,Oklahoma,NaN,14580
26,Pennsylvania,NaN,154965
27,South Carolina,NaN,34484
28,District of Columbia,NaN,22225
29,Kansas,NaN,20986
30,Missouri,NaN,41392
31,Vermont,NaN,5347
32,Virginia,NaN,85464
33,Connecticut,NaN,49231
34,Iowa,NaN,10678
35,Louisiana,NaN,49632
36,Ohio,NaN,125340
37,Michigan,NaN,73803
38,South Dakota,NaN,3426
39,Arkansas,NaN,28361
40,Delaware,NaN,16299
41,Mississippi,NaN,22089
42,New Mexico,NaN,5609
43,North Dakota,NaN,4810
44,Wyoming,NaN,1630
45,Alaska,NaN,1998
46,Maine,NaN,2580
47,Alabama,NaN,38072
48,Idaho,NaN,4081
49,Montana,NaN,2277
50,Puerto Rico,NaN,86089
51,Virgin Islands,NaN,5331
52,Guam,NaN,163
53,West Virginia,NaN,10295
54,Northern Mariana Islands,NaN,393
55,American Samoa,NaN,0
