,State,613,619
0,Washington,NaN,17112
1,Illinois,NaN,20821
2,California,NaN,40063
3,Arizona,NaN,17086
4,Massachusetts,NaN,10801
5,Wisconsin,NaN,26313
6,Texas,NaN,70761
7,Nebraska,NaN,18640
8,Utah,NaN,7898
9,Oregon,NaN,8676
10,Florida,NaN,45200
11,New York,NaN,38716
12,Rhode Island,NaN,2839
13,Georgia,NaN,21702
14,New Hampshire,NaN,3259
15,North Carolina,NaN,29868
16,New Jersey,NaN,14221
17,Colorado,NaN,10695
18,Maryland,NaN,7930
19,Nevada,NaN,5051
20,Tennessee,NaN,14133
21,Hawaii,NaN,1882
22,Indiana,NaN,15214
23,Kentucky,NaN,20174
24,Minnesota,NaN,14444
25,Oklahoma,NaN,10461
26,Pennsylvania,NaN,29362
27,South Carolina,NaN,15740
28,District of Columbia,NaN,1231
29,Kansas,NaN,6206
30,Missouri,NaN,9837
31,Vermont,NaN,1651
32,Virginia,NaN,22123
33,Connecticut,NaN,3132
34,Iowa,NaN,11414
35,Louisiana,NaN,7753
36,Ohio,NaN,38735
37,Michigan,NaN,24534
38,South Dakota,NaN,2334
39,Arkansas,NaN,5631
40,Delaware,NaN,3170
41,Mississippi,NaN,6136
42,New Mexico,NaN,3316
43,North Dakota,NaN,4004
44,Wyoming,NaN,4955
45,Alaska,NaN,8821
46,Maine,NaN,3546
47,Alabama,NaN,14620
48,Idaho,NaN,8407
49,Montana,NaN,6115
50,Puerto Rico,NaN,1362
51,Virgin Islands,NaN,176
52,Guam,NaN,643
53,West Virginia,NaN,11364
54,Northern Mariana Islands,NaN,1
55,American Samoa,NaN,0
