,State,627,633
0,Washington,NaN,15065
1,Illinois,NaN,19171
2,California,NaN,42610
3,Arizona,NaN,15129
4,Massachusetts,NaN,9127
5,Wisconsin,NaN,19476
6,Texas,NaN,28444
7,Nebraska,NaN,3468
8,Utah,NaN,10518
9,Oregon,NaN,7912
10,Florida,NaN,9740
11,New York,NaN,32882
12,Rhode Island,NaN,1738
13,Georgia,NaN,16264
14,New Hampshire,NaN,3828
15,North Carolina,NaN,18005
16,New Jersey,NaN,10810
17,Colorado,NaN,16840
18,Maryland,NaN,7281
19,Nevada,NaN,2971
20,Tennessee,NaN,16245
21,Hawaii,NaN,1045
22,Indiana,NaN,13989
23,Kentucky,NaN,10770
24,Minnesota,NaN,21973
25,Oklahoma,NaN,5172
26,Pennsylvania,NaN,38400
27,South Carolina,NaN,9874
28,District of Columbia,NaN,738
29,Kansas,NaN,4764
30,Missouri,NaN,7605
31,Vermont,NaN,1670
32,Virginia,NaN,18851
33,Connecticut,NaN,2427
34,Iowa,NaN,9898
35,Louisiana,NaN,2723
36,Ohio,NaN,34643
37,Michigan,NaN,32587
38,South Dakota,NaN,1912
39,Arkansas,NaN,4322
40,Delaware,NaN,3020
41,Mississippi,NaN,3673
42,New Mexico,NaN,4731
43,North Dakota,NaN,4052
44,Wyoming,NaN,2631
45,Alaska,NaN,4110
46,Maine,NaN,3426
47,Alabama,NaN,3623
48,Idaho,NaN,7764
49,Montana,NaN,7000
50,Puerto Rico,NaN,770
51,Virgin Islands,NaN,102
52,Guam,NaN,857
53,West Virginia,NaN,7158
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,2
