,State,830,836
0,Washington,NaN,16434
1,Illinois,NaN,28650
2,California,NaN,67271
3,Arizona,NaN,1849
4,Massachusetts,NaN,20934
5,Wisconsin,NaN,11193
6,Texas,NaN,18214
7,Nebraska,NaN,1278
8,Utah,NaN,2059
9,Oregon,NaN,8086
10,Florida,NaN,1818
11,New York,NaN,50317
12,Rhode Island,NaN,3923
13,Georgia,NaN,7758
14,New Hampshire,NaN,2773
15,North Carolina,NaN,14572
16,New Jersey,NaN,19772
17,Colorado,NaN,7168
18,Maryland,NaN,8050
19,Nevada,NaN,1674
20,Tennessee,NaN,3037
21,Hawaii,NaN,4542
22,Indiana,NaN,6133
23,Kentucky,NaN,3071
24,Minnesota,NaN,10537
25,Oklahoma,NaN,1360
26,Pennsylvania,NaN,16438
27,South Carolina,NaN,1747
28,District of Columbia,NaN,1066
29,Kansas,NaN,2391
30,Missouri,NaN,1700
31,Vermont,NaN,2432
32,Virginia,NaN,10958
33,Connecticut,NaN,6449
34,Iowa,NaN,1791
35,Louisiana,NaN,1806
36,Ohio,NaN,10205
37,Michigan,NaN,18465
38,South Dakota,NaN,348
39,Arkansas,NaN,982
40,Delaware,NaN,1360
41,Mississippi,NaN,870
42,New Mexico,NaN,1474
43,North Dakota,NaN,543
44,Wyoming,NaN,158
45,Alaska,NaN,1449
46,Maine,NaN,2779
47,Alabama,NaN,1608
48,Idaho,NaN,383
49,Montana,NaN,482
50,Puerto Rico,NaN,29989
51,Virgin Islands,NaN,214
52,Guam,NaN,206
53,West Virginia,NaN,1538
54,Northern Mariana Islands,NaN,90
55,American Samoa,NaN,36
