,State,655,661
0,Washington,NaN,10240
1,Illinois,NaN,17824
2,California,NaN,43818
3,Arizona,NaN,22340
4,Massachusetts,NaN,9566
5,Wisconsin,NaN,17825
6,Texas,NaN,19512
7,Nebraska,NaN,5684
8,Utah,NaN,10169
9,Oregon,NaN,6535
10,Florida,NaN,7348
11,New York,NaN,26481
12,Rhode Island,NaN,1673
13,Georgia,NaN,5554
14,New Hampshire,NaN,3860
15,North Carolina,NaN,9729
16,New Jersey,NaN,9274
17,Colorado,NaN,21361
18,Maryland,NaN,4215
19,Nevada,NaN,5339
20,Tennessee,NaN,4808
21,Hawaii,NaN,585
22,Indiana,NaN,11710
23,Kentucky,NaN,6526
24,Minnesota,NaN,34952
25,Oklahoma,NaN,3119
26,Pennsylvania,NaN,24645
27,South Carolina,NaN,4727
28,District of Columbia,NaN,449
29,Kansas,NaN,5029
30,Missouri,NaN,8137
31,Vermont,NaN,2171
32,Virginia,NaN,7040
33,Connecticut,NaN,2340
34,Iowa,NaN,9420
35,Louisiana,NaN,4142
36,Ohio,NaN,26309
37,Michigan,NaN,38283
38,South Dakota,NaN,3344
39,Arkansas,NaN,2593
40,Delaware,NaN,1530
41,Mississippi,NaN,3871
42,New Mexico,NaN,8551
43,North Dakota,NaN,3600
44,Wyoming,NaN,2068
45,Alaska,NaN,3680
46,Maine,NaN,3966
47,Alabama,NaN,4447
48,Idaho,NaN,4185
49,Montana,NaN,3435
50,Puerto Rico,NaN,809
51,Virgin Islands,NaN,90
52,Guam,NaN,370
53,West Virginia,NaN,4979
54,Northern Mariana Islands,NaN,57
55,American Samoa,NaN,0
