,State,599,605
0,Washington,NaN,21028
1,Illinois,NaN,26167
2,California,NaN,45598
3,Arizona,NaN,14184
4,Massachusetts,NaN,10829
5,Wisconsin,NaN,15828
6,Texas,NaN,125211
7,Nebraska,NaN,4811
8,Utah,NaN,10528
9,Oregon,NaN,11225
10,Florida,NaN,76628
11,New York,NaN,29350
12,Rhode Island,NaN,2177
13,Georgia,NaN,42975
14,New Hampshire,NaN,2878
15,North Carolina,NaN,41501
16,New Jersey,NaN,17145
17,Colorado,NaN,15221
18,Maryland,NaN,7766
19,Nevada,NaN,7148
20,Tennessee,NaN,68628
21,Hawaii,NaN,4427
22,Indiana,NaN,27924
23,Kentucky,NaN,29351
24,Minnesota,NaN,10049
25,Oklahoma,NaN,16310
26,Pennsylvania,NaN,31375
27,South Carolina,NaN,32177
28,District of Columbia,NaN,934
29,Kansas,NaN,13635
30,Missouri,NaN,15071
31,Vermont,NaN,1107
32,Virginia,NaN,27112
33,Connecticut,NaN,4375
34,Iowa,NaN,9416
35,Louisiana,NaN,10083
36,Ohio,NaN,55972
37,Michigan,NaN,21851
38,South Dakota,NaN,3697
39,Arkansas,NaN,11361
40,Delaware,NaN,3228
41,Mississippi,NaN,7489
42,New Mexico,NaN,3732
43,North Dakota,NaN,3388
44,Wyoming,NaN,2979
45,Alaska,NaN,5526
46,Maine,NaN,3224
47,Alabama,NaN,23822
48,Idaho,NaN,9286
49,Montana,NaN,5505
50,Puerto Rico,NaN,1846
51,Virgin Islands,NaN,340
52,Guam,NaN,1289
53,West Virginia,NaN,12678
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
