,State,697,703
0,Washington,NaN,12715
1,Illinois,NaN,86649
2,California,NaN,78358
3,Arizona,NaN,18038
4,Massachusetts,NaN,37946
5,Wisconsin,NaN,24029
6,Texas,NaN,50094
7,Nebraska,NaN,4281
8,Utah,NaN,5139
9,Oregon,NaN,4808
10,Florida,NaN,42440
11,New York,NaN,111798
12,Rhode Island,NaN,8476
13,Georgia,NaN,12733
14,New Hampshire,NaN,9538
15,North Carolina,NaN,23825
16,New Jersey,NaN,45143
17,Colorado,NaN,9046
18,Maryland,NaN,15
19,Nevada,NaN,4661
20,Tennessee,NaN,12746
21,Hawaii,NaN,2914
22,Indiana,NaN,28092
23,Kentucky,NaN,13604
24,Minnesota,NaN,18543
25,Oklahoma,NaN,4305
26,Pennsylvania,NaN,41768
27,South Carolina,NaN,6862
28,District of Columbia,NaN,2668
29,Kansas,NaN,13178
30,Missouri,NaN,22609
31,Vermont,NaN,2831
32,Virginia,NaN,20532
33,Connecticut,NaN,23077
34,Iowa,NaN,9196
35,Louisiana,NaN,5832
36,Ohio,NaN,71912
37,Michigan,NaN,42936
38,South Dakota,NaN,1807
39,Arkansas,NaN,4668
40,Delaware,NaN,5070
41,Mississippi,NaN,2084
42,New Mexico,NaN,5804
43,North Dakota,NaN,1991
44,Wyoming,NaN,408
45,Alaska,NaN,892
46,Maine,NaN,8015
47,Alabama,NaN,5712
48,Idaho,NaN,1990
49,Montana,NaN,501
50,Puerto Rico,NaN,2098
51,Virgin Islands,NaN,342
52,Guam,NaN,57
53,West Virginia,NaN,7544
54,Northern Mariana Islands,NaN,1087
55,American Samoa,NaN,0
