,State,802,808
0,Washington,NaN,3842
1,Illinois,NaN,7879
2,California,NaN,15458
3,Arizona,NaN,14903
4,Massachusetts,NaN,9406
5,Wisconsin,NaN,3127
6,Texas,NaN,17718
7,Nebraska,NaN,456
8,Utah,NaN,589
9,Oregon,NaN,1925
10,Florida,NaN,929
11,New York,NaN,24865
12,Rhode Island,NaN,1334
13,Georgia,NaN,6796
14,New Hampshire,NaN,915
15,North Carolina,NaN,5144
16,New Jersey,NaN,9909
17,Colorado,NaN,9035
18,Maryland,NaN,2380
19,Nevada,NaN,3120
20,Tennessee,NaN,1367
21,Hawaii,NaN,1489
22,Indiana,NaN,1250
23,Kentucky,NaN,3822
24,Minnesota,NaN,2311
25,Oklahoma,NaN,1642
26,Pennsylvania,NaN,4021
27,South Carolina,NaN,641
28,District of Columbia,NaN,0
29,Kansas,NaN,272
30,Missouri,NaN,2599
31,Vermont,NaN,903
32,Virginia,NaN,3520
33,Connecticut,NaN,4097
34,Iowa,NaN,797
35,Louisiana,NaN,299
36,Ohio,NaN,2442
37,Michigan,NaN,5292
38,South Dakota,NaN,69
39,Arkansas,NaN,236
40,Delaware,NaN,450
41,Mississippi,NaN,386
42,New Mexico,NaN,505
43,North Dakota,NaN,322
44,Wyoming,NaN,79
45,Alaska,NaN,1462
46,Maine,NaN,1687
47,Alabama,NaN,2423
48,Idaho,NaN,330
49,Montana,NaN,304
50,Puerto Rico,NaN,2987
51,Virgin Islands,NaN,53
52,Guam,NaN,160
53,West Virginia,NaN,456
54,Northern Mariana Islands,NaN,124
55,American Samoa,NaN,2093
