,County,760,766,773,780,787,794,801
0,01001,NaN,99,33,11,3,0,0
1,01003,NaN,215,87,35,15,7,0
2,01005,NaN,16,6,0,0,0,0
3,01007,NaN,26,10,4,0,0,0
4,01009,NaN,77,34,16,9,7,3
5,01011,NaN,2,0,0,0,0,0
6,01013,NaN,26,10,1,0,0,0
7,01015,NaN,168,71,36,22,19,16
8,01017,NaN,22,11,5,1,0,0
9,01019,NaN,23,11,7,7,4,0
10,01021,NaN,57,28,16,8,6,1
11,01023,NaN,41,28,19,14,9,7
12,01025,NaN,20,7,1,0,0,0
13,01027,NaN,16,5,0,0,0,0
14,01029,NaN,15,4,0,0,0,0
15,01031,NaN,43,13,4,0,0,0
16,01033,NaN,65,25,9,3,0,0
17,01035,NaN,7,0,0,0,0,0
18,01037,NaN,15,11,11,13,22,29
19,01039,NaN,67,19,3,0,0,0
20,01041,NaN,15,5,0,0,0,0
21,01043,NaN,109,39,13,6,0,0
22,01045,NaN,62,24,8,3,0,0
23,01047,NaN,63,32,17,7,6,0
24,01049,NaN,96,45,19,11,7,0
25,01051,NaN,84,27,7,0,0,0
26,01053,NaN,32,10,2,0,0,0
27,01055,NaN,233,147,90,52,32,21
28,01057,NaN,37,22,12,6,0,0
29,01059,NaN,51,19,8,0,0,0
30,01061,NaN,40,15,7,0,0,0
31,01063,NaN,28,25,18,10,7,7
32,01065,NaN,85,97,93,77,62,47
33,01067,NaN,18,6,0,0,0,0
34,01069,NaN,123,47,21,9,3,0
35,01071,NaN,73,22,5,0,0,0
36,01073,NaN,597,222,80,32,13,7
37,01075,NaN,26,17,13,7,7,4
38,01077,NaN,114,51,21,9,3,0
39,01079,NaN,47,24,11,7,2,0
40,01081,NaN,142,64,36,21,15,14
41,01083,NaN,131,60,27,12,6,0
42,01085,NaN,12,2,0,0,0,0
43,01087,NaN,14,4,0,0,0,0
44,01089,NaN,604,269,120,54,24,11
45,01091,NaN,238,301,277,231,173,122
46,01093,NaN,34,13,6,0,0,0
47,01095,NaN,98,29,8,0,0,0
48,01097,NaN,505,263,134,75,40,24
49,01099,NaN,22,8,3,0,0,0
50,01101,NaN,217,68,18,5,0,0
51,01103,NaN,169,73,27,11,2,0
52,01105,NaN,26,20,14,7,5,1
53,01107,NaN,67,83,81,71,62,54
54,01109,NaN,41,14,6,0,0,0
55,01111,NaN,21,6,0,0,0,0
56,01113,NaN,211,247,255,244,221,186
57,01115,NaN,121,71,46,30,24,18
58,01117,NaN,207,77,30,12,5,0
59,01119,NaN,117,163,184,180,153,126
60,01121,NaN,69,23,8,0,0,0
61,01123,NaN,28,9,0,0,0,0
62,01125,NaN,626,672,607,499,401,312
63,01127,NaN,99,37,16,7,0,0
64,01129,NaN,34,14,7,2,0,0
65,01131,NaN,17,5,0,0,0,0
66,01133,NaN,49,20,7,2,0,0
67,02013,NaN,12,5,0,0,0,0
68,02016,NaN,8,1,0,0,0,0
69,02020,NaN,790,371,169,79,37,17
70,02050,NaN,74,23,8,0,0,0
71,02060,NaN,0,0,0,0,0,0
72,02068,NaN,0,0,0,0,0,0
73,02070,NaN,33,11,6,0,0,0
74,02090,NaN,196,65,20,7,0,0
75,02100,NaN,22,25,19,14,9,7
76,02105,NaN,0,0,0,0,0,0
77,02110,NaN,89,46,21,11,7,5
78,02122,NaN,248,139,86,55,36,23
79,02130,NaN,49,17,7,0,0,0
80,02150,NaN,88,62,54,52,44,41
81,02158,NaN,52,31,20,14,8,7
82,02164,NaN,1,0,0,0,0,0
83,02170,NaN,249,93,36,17,8,7
84,02180,NaN,253,153,82,40,18,9
85,02185,NaN,99,51,32,23,18,15
86,02188,NaN,142,86,53,30,14,7
87,02195,NaN,1,1,0,0,0,0
88,02198,NaN,69,52,37,25,17,11
89,02220,NaN,31,12,5,0,0,0
90,02230,NaN,0,0,0,0,0,0
