,State,607,612,619,626,633
0,Washington,NaN,19254,17355,13963,11504
1,Illinois,NaN,25837,26296,26591,26614
2,California,NaN,51167,50447,39545,38217
3,Arizona,NaN,17128,16121,15070,13972
4,Massachusetts,NaN,16142,17727,19034,19963
5,Wisconsin,NaN,26011,26592,25442,30628
6,Texas,NaN,91968,89659,75383,67411
7,Nebraska,NaN,5085,5175,4561,5263
8,Utah,NaN,10364,9906,9875,9931
9,Oregon,NaN,10814,8893,6842,5155
10,Florida,NaN,56911,40119,31135,27621
11,New York,NaN,35642,36607,37226,37588
12,Rhode Island,NaN,2818,3026,3349,3403
13,Georgia,NaN,31865,23551,16940,11878
14,New Hampshire,NaN,3722,3991,4037,3942
15,North Carolina,NaN,49899,44084,43330,38976
16,New Jersey,NaN,16325,16996,17446,17765
17,Colorado,NaN,14209,14089,13679,13078
18,Maryland,NaN,9210,11075,11200,11204
19,Nevada,NaN,8179,8068,7389,7296
20,Tennessee,NaN,51293,49454,45377,40355
21,Hawaii,NaN,3258,2632,2382,2356
22,Indiana,NaN,29861,30726,32324,32455
23,Kentucky,NaN,26092,22353,20664,16252
24,Minnesota,NaN,17620,18980,18883,17883
25,Oklahoma,NaN,14543,13158,12230,12539
26,Pennsylvania,NaN,35053,37694,40139,40697
27,South Carolina,NaN,32638,29080,24951,20688
28,District of Columbia,NaN,835,645,513,515
29,Kansas,NaN,9266,7940,7474,7457
30,Missouri,NaN,16802,17346,17150,18078
31,Vermont,NaN,1459,1545,1369,1343
32,Virginia,NaN,25354,24516,23309,21466
33,Connecticut,NaN,5571,6411,6775,7228
34,Iowa,NaN,16797,18631,18355,18209
35,Louisiana,NaN,12012,12184,14024,13595
36,Ohio,NaN,50623,52052,53156,54282
37,Michigan,NaN,24258,25892,26156,25191
38,South Dakota,NaN,2952,2581,2523,2245
39,Arkansas,NaN,8724,7413,5911,5071
40,Delaware,NaN,3106,3252,3093,2983
41,Mississippi,NaN,10687,9176,7649,6457
42,New Mexico,NaN,5059,4917,5669,5748
43,North Dakota,NaN,3489,3692,3850,3939
44,Wyoming,NaN,3059,2730,2378,2057
45,Alaska,NaN,5138,5203,5018,4629
46,Maine,NaN,3492,3693,3572,3342
47,Alabama,NaN,17859,15373,11384,8379
48,Idaho,NaN,8688,10289,10816,11354
49,Montana,NaN,7126,8118,9023,9832
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,14035,14053,13403,12186
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
