,County,347,353,360,367,374,381,388
0,01001,4305,181,156,148,135,126,116
1,01003,14064,1763,2550,2943,2855,2496,2028
2,01005,1530,161,212,238,235,208,178
3,01007,1882,111,92,68,57,49,45
4,01009,4746,171,169,174,166,153,148
5,01011,900,86,111,116,104,85,63
6,01013,1546,66,76,72,64,59,53
7,01015,9731,367,318,299,285,273,264
8,01017,2402,212,306,352,342,304,253
9,01019,1438,47,26,13,7,7,7
10,01021,3032,221,297,345,344,314,276
11,01023,493,9,3,0,0,0,0
12,01025,2461,104,145,169,165,151,140
13,01027,1158,56,57,53,45,43,42
14,01029,1048,37,23,13,7,7,6
15,01031,3723,232,241,248,240,219,204
16,01033,4766,308,349,372,367,331,297
17,01035,866,23,21,19,14,14,14
18,01037,525,33,48,49,39,33,28
19,01039,2955,134,177,203,202,188,177
20,01041,968,70,71,61,51,46,37
21,01043,7258,441,513,559,550,510,460
22,01045,3423,242,354,418,419,380,336
23,01047,2837,141,175,192,186,172,158
24,01049,7022,159,109,81,65,63,59
25,01051,6671,652,806,886,868,779,670
26,01053,2719,124,113,110,108,99,83
27,01055,10324,493,416,366,352,331,313
28,01057,1460,53,30,18,10,7,6
29,01059,3336,150,153,150,134,118,103
30,01061,1732,150,187,205,195,177,151
31,01063,688,58,63,55,42,32,23
32,01065,1501,118,106,95,79,66,52
33,01067,1296,105,99,92,81,63,33
34,01069,7525,605,849,969,968,895,790
35,01071,5254,299,475,571,566,511,440
36,01073,54012,4401,5397,6002,5989,5583,4950
37,01075,1074,40,22,12,7,3,0
38,01077,6682,492,446,416,411,383,363
39,01079,2115,147,125,114,97,91,86
40,01081,10560,680,955,1104,1143,1113,1048
41,01083,7037,366,362,355,348,327,309
42,01085,962,32,30,20,14,14,7
43,01087,1021,46,28,17,14,12,8
44,01089,23364,2856,5848,7630,7799,7257,6313
45,01091,1830,67,35,20,15,14,8
46,01093,2152,116,107,104,90,83,80
47,01095,9314,326,269,242,227,212,203
48,01097,26677,1639,1471,1366,1306,1248,1183
49,01099,1233,138,157,164,154,135,119
50,01101,16446,891,1403,1703,1759,1677,1523
51,01103,10974,538,418,357,337,312,297
