forecast_date,target,target_end_date,location,type,quantile,value
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.025,9704.220854311498
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.1,9896.26790191773
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.25,10078.001653886116
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.5,10205.458291254712
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.75,10385.580462993217
2020-07-10,1 wk ahead inc case,2020-07-18,01,quantile,0.9,10558.975805586204
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.01,65.61486168108786
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.01,1154.4236002696734
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.025,66.46658423017857
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.025,1155.2753228187642
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.05,67.49779550813311
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.05,1156.3065340967187
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.1,68.70226665406449
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.1,1157.51100524265
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.15,69.70699480476128
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.15,1158.5157333933466
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.2,70.50321342228813
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.2,1159.3119520108735
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.25,71.47306492447728
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.25,1160.2818035130624
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.3,72.69579554397752
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.3,1161.504534132563
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.35,74.417650178548
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.35,1163.2263887671336
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.4,76.3130519500428
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.4,1165.1217905386286
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.45,77.42109068913304
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.45,1166.2298292777184
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.5,78.45504668875537
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.5,1167.263785277341
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.55,79.22949633514169
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.55,1168.0382349237273
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.6,80.12376418772783
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.6,1168.9325027763134
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.65,81.52335692055999
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.65,1170.3320955091456
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.7,82.78980137512008
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.7,1171.5985399637054
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.75,84.1252580981643
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.75,1172.93399668675
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.8,86.07026742424429
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.8,1174.8790060128301
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.85,88.65930405528454
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.85,1177.46804264387
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.9,90.74190860529892
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.9,1179.5506471938845
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.95,93.39145067310189
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.95,1182.2001892616875
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.975,94.55288645614927
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.975,1183.3616250447349
2020-07-10,1 wk ahead inc death,2020-07-18,01,quantile,0.99,95.32422759914041
2020-07-10,1 wk ahead cum death,2020-07-18,01,quantile,0.99,1184.132966187726
2020-07-10,1 wk ahead inc case,2020-07-18,01,point,,10250.753308354047
2020-07-10,1 wk ahead inc death,2020-07-18,01,point,,79.11249164697438
2020-07-10,1 wk ahead cum death,2020-07-18,01,point,,1167.92123023556
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.025,11043.91544656235
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.1,11273.403063087937
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.25,11515.462465523113
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.5,11777.368845153884
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.75,12080.213963620037
2020-07-10,2 wk ahead inc case,2020-07-25,01,quantile,0.9,12394.72210042146
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.01,64.39432758485782
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.01,1232.3155578204178
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.025,65.39813536965697
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.025,1233.319365605217
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.05,66.28221765246735
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.05,1234.203447888027
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.1,67.71985326605
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.1,1235.64108350161
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.15,68.85381621186093
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.15,1236.775046447421
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.2,69.91488589116216
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.2,1237.836116126722
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.25,71.25809673837648
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.25,1239.1793269739364
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.3,72.78942817378493
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.3,1240.710658409345
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.35,74.47064031939522
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.35,1242.3918705549554
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.4,75.62557752581256
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.4,1243.5468077613725
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.45,76.61770933808634
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.45,1244.5389395736465
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.5,77.58033433331343
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.5,1245.5015645688734
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.55,78.51395159514004
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.55,1246.4351818307
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.6,79.49515041722225
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.6,1247.4163806527822
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.65,80.64774558075783
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.65,1248.5689758163178
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.7,81.89105800921902
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.7,1249.812288244779
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.75,83.43220338684387
2020-07-10,2 wk ahead cum death,2020-07-25,01,quantile,0.75,1251.3534336224038
2020-07-10,2 wk ahead inc death,2020-07-25,01,quantile,0.8,85.43664478354208
