,State,253,262,269,276,283
0,Washington,2132,64,74,85,100
1,Illinois,8940,153,152,155,164
2,California,15973,544,523,522,539
3,Arizona,5674,129,130,130,133
4,Massachusetts,9480,105,108,115,127
5,Wisconsin,1348,72,80,91,104
6,Texas,16130,612,594,588,595
7,Nebraska,493,20,22,25,28
8,Utah,459,18,20,21,23
9,Oregon,560,28,31,35,41
10,Florida,14444,630,625,646,686
11,New York,33159,71,81,93,109
12,Rhode Island,1117,18,18,18,17
13,Georgia,7063,254,240,230,224
14,New Hampshire,441,1,2,2,2
15,North Carolina,3579,195,204,221,247
16,New Jersey,16140,46,52,58,68
17,Colorado,2054,32,36,40,45
18,Maryland,3949,54,56,57,59
19,Nevada,1603,45,44,43,43
20,Tennessee,2501,143,136,134,134
21,Hawaii,139,13,13,14,14
22,Indiana,3645,89,93,103,118
23,Kentucky,1191,55,59,63,68
24,Minnesota,2102,60,66,74,85
25,Oklahoma,1035,58,61,66,74
26,Pennsylvania,8144,128,143,161,187
27,South Carolina,3400,120,116,114,114
28,District of Columbia,628,5,5,6,6
29,Kansas,672,45,45,48,51
30,Missouri,2074,129,137,155,181
31,Vermont,58,0,0,0,0
32,Virginia,3228,134,140,145,153
33,Connecticut,4511,15,19,23,28
34,Iowa,1366,61,62,65,70
35,Louisiana,5519,106,102,97,95
36,Ohio,4817,152,163,173,187
37,Michigan,7102,74,75,78,84
38,South Dakota,236,18,21,24,28
39,Arkansas,1384,104,97,100,106
40,Delaware,636,8,9,9,10
41,Mississippi,2979,96,87,80,75
42,New Mexico,882,27,30,31,34
43,North Dakota,256,40,42,44,46
44,Wyoming,53,2,2,2,3
45,Alaska,57,6,6,7,9
46,Maine,141,2,2,3,3
47,Alabama,2548,74,72,69,67
48,Idaho,472,22,23,24,24
49,Montana,181,21,26,31,38
50,Puerto Rico,665,47,49,51,53
51,Virgin Islands,20,0,0,0,0
52,Guam,49,8,7,7,6
53,West Virginia,359,33,34,37,40
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN
