,State,431,437,444,451,458
0,Washington,5218,70,67,69,73
1,Illinois,23521,156,152,155,161
2,California,58949,833,629,505,443
3,Arizona,16918,159,120,103,94
4,Massachusetts,17115,202,189,181,178
5,Wisconsin,7274,53,50,49,49
6,Texas,48093,681,569,512,486
7,Nebraska,2175,17,17,17,18
8,Utah,2114,34,32,31,31
9,Oregon,2375,32,35,38,40
10,Florida,33178,453,413,400,400
11,New York,50017,501,484,480,487
12,Rhode Island,2608,30,33,35,36
13,Georgia,18926,249,215,202,196
14,New Hampshire,1237,18,19,20,21
15,North Carolina,12028,168,159,158,159
16,New Jersey,24389,277,284,298,308
17,Colorado,6092,46,47,49,52
18,Maryland,8251,90,88,88,89
19,Nevada,5236,47,43,43,44
20,Tennessee,11816,117,115,118,121
21,Hawaii,462,7,7,8,8
22,Indiana,13023,80,77,78,78
23,Kentucky,6031,170,142,117,84
24,Minnesota,6908,69,71,70,71
25,Oklahoma,4850,52,46,43,43
26,Pennsylvania,24971,273,259,265,278
27,South Carolina,9122,126,113,107,104
28,District of Columbia,1056,6,6,6,6
29,Kansas,4848,31,28,27,27
30,Missouri,8796,88,81,68,63
31,Vermont,225,8,8,9,10
32,Virginia,10198,116,100,115,122
33,Connecticut,7865,58,62,69,78
34,Iowa,5725,37,37,39,40
35,Louisiana,10087,95,89,86,85
36,Ohio,18609,175,163,165,177
37,Michigan,17047,213,250,288,320
38,South Dakota,1933,11,12,13,14
39,Arkansas,5595,54,50,47,45
40,Delaware,1544,19,19,19,18
41,Mississippi,7001,58,58,58,56
42,New Mexico,3925,33,29,27,26
43,North Dakota,1498,5,5,6,7
44,Wyoming,695,2,3,4,4
45,Alaska,313,4,5,6,6
46,Maine,736,11,12,14,16
47,Alabama,10526,110,99,94,91
48,Idaho,1954,22,22,22,23
49,Montana,1436,12,12,13,13
50,Puerto Rico,2112,80,80,80,80
51,Virgin Islands,26,0,0,0,0
52,Guam,134,0,0,0,0
53,West Virginia,2634,47,45,45,45
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
