,State,746,752,759
0,Washington,NaN,301,285
1,Illinois,NaN,600,534
2,California,NaN,1161,1061
3,Arizona,NaN,526,484
4,Massachusetts,NaN,434,401
5,Wisconsin,NaN,321,297
6,Texas,NaN,1280,1228
7,Nebraska,NaN,84,79
8,Utah,NaN,66,67
9,Oregon,NaN,142,148
10,Florida,NaN,1140,1053
11,New York,NaN,993,862
12,Rhode Island,NaN,56,53
13,Georgia,NaN,550,507
14,New Hampshire,NaN,52,50
15,North Carolina,NaN,486,463
16,New Jersey,NaN,527,473
17,Colorado,NaN,206,196
18,Maryland,NaN,263,236
19,Nevada,NaN,213,199
20,Tennessee,NaN,757,763
21,Hawaii,NaN,40,40
22,Indiana,NaN,486,450
23,Kentucky,NaN,194,193
24,Minnesota,NaN,236,230
25,Oklahoma,NaN,313,301
26,Pennsylvania,NaN,865,735
27,South Carolina,NaN,424,429
28,District of Columbia,NaN,11,10
29,Kansas,NaN,191,180
30,Missouri,NaN,346,317
31,Vermont,NaN,18,17
32,Virginia,NaN,398,379
33,Connecticut,NaN,188,173
34,Iowa,NaN,179,179
35,Louisiana,NaN,270,269
36,Ohio,NaN,NaN,NaN
37,Michigan,NaN,613,534
38,South Dakota,NaN,52,52
39,Arkansas,NaN,145,180
40,Delaware,NaN,52,49
41,Mississippi,NaN,303,323
42,New Mexico,NaN,144,146
43,North Dakota,NaN,31,31
44,Wyoming,NaN,26,26
45,Alaska,NaN,15,17
46,Maine,NaN,52,52
47,Alabama,NaN,293,294
48,Idaho,NaN,94,99
49,Montana,NaN,33,36
50,Puerto Rico,NaN,108,85
51,Virgin Islands,NaN,3,3
52,Guam,NaN,11,11
53,West Virginia,NaN,134,139
54,Northern Mariana Islands,NaN,1,0
55,American Samoa,NaN,0,0
