,State,572,577,584,591,598
0,Washington,NaN,26,20,16,12
1,Illinois,NaN,55,50,45,41
2,California,NaN,3,1,0,0
3,Arizona,NaN,63,23,9,5
4,Massachusetts,NaN,0,0,0,0
5,Wisconsin,NaN,0,0,0,0
6,Texas,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,0,0,0,0
8,Utah,NaN,26,21,15,10
9,Oregon,NaN,NaN,NaN,NaN,NaN
10,Florida,NaN,894,297,27,1
11,New York,NaN,0,0,0,0
12,Rhode Island,NaN,0,0,0,0
13,Georgia,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,0,0,0,0
15,North Carolina,NaN,NaN,NaN,NaN,NaN
16,New Jersey,NaN,0,0,0,0
17,Colorado,NaN,52,53,53,54
18,Maryland,NaN,9,2,0,0
19,Nevada,NaN,216,326,467,634
20,Tennessee,NaN,92,80,62,44
21,Hawaii,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,NaN,NaN,NaN,NaN
23,Kentucky,NaN,0,0,0,0
24,Minnesota,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,NaN,3,1,0,0
27,South Carolina,NaN,84,67,36,14
28,District of Columbia,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,NaN,NaN,NaN,NaN
30,Missouri,NaN,NaN,NaN,NaN,NaN
31,Vermont,NaN,0,0,0,0
32,Virginia,NaN,51,48,45,42
33,Connecticut,NaN,0,0,0,0
34,Iowa,NaN,0,0,0,0
35,Louisiana,NaN,389,508,593,617
36,Ohio,NaN,6,4,3,2
37,Michigan,NaN,15,6,2,0
38,South Dakota,NaN,0,0,0,0
39,Arkansas,NaN,NaN,NaN,NaN,NaN
40,Delaware,NaN,18,17,18,20
41,Mississippi,NaN,174,268,397,563
42,New Mexico,NaN,NaN,NaN,NaN,NaN
43,North Dakota,NaN,0,0,0,0
44,Wyoming,NaN,NaN,NaN,NaN,NaN
45,Alaska,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,NaN,NaN,NaN,NaN
47,Alabama,NaN,173,266,406,608
48,Idaho,NaN,NaN,NaN,NaN,NaN
49,Montana,NaN,0,0,0,0
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,0,0,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
