,State,327,332,339,346,353
0,Washington,203797,23648,25922,26465,25098
1,Illinois,856118,59363,56295,52038,46722
2,California,1611493,256083,284262,292113,283817
3,Arizona,420248,52282,57624,60579,60889
4,Massachusetts,294231,42723,46652,45620,41951
5,Wisconsin,471285,25514,22365,19623,17232
6,Texas,1491942,97680,101634,101962,97452
7,Nebraska,149344,8798,7588,6538,5630
8,Utah,235872,20099,19721,19357,19007
9,Oregon,95010,10899,10762,10441,10073
10,Florida,1134383,78842,83863,86167,85628
11,New York,784137,85270,91894,93166,90743
12,Rhode Island,74071,8741,9177,9015,8179
13,Georgia,546558,45520,51309,54925,55682
14,New Hampshire,31875,6522,6931,6922,6692
15,North Carolina,441365,49986,54987,55620,54047
16,New Jersey,405448,35432,34484,32718,30609
17,Colorado,291104,28363,26589,24898,23300
18,Maryland,236961,21969,24383,25877,25700
19,Nevada,189413,20809,22376,23282,23232
20,Tennessee,464624,51671,56371,56113,53136
21,Hawaii,19775,892,963,967,923
22,Indiana,430401,48388,47207,44230,41111
23,Kentucky,224889,26198,27148,25955,23285
24,Minnesota,381841,27698,23374,19678,16560
25,Oklahoma,239767,21930,NaN,19615,18005
26,Pennsylvania,505174,87503,101005,109191,109194
27,South Carolina,254776,24314,27282,28632,28222
28,District of Columbia,25038,2161,2248,2236,2197
29,Kansas,193010,15307,14332,13417,12559
30,Missouri,356107,21674,19359,17308,15505
31,Vermont,5857,934,1028,1058,1018
32,Virginia,285149,29282,32000,33310,33071
33,Connecticut,153992,18887,18732,17176,15427
34,Iowa,257311,8208,5785,4144,3050
35,Louisiana,269643,16173,15322,13693,11963
36,Ohio,570602,75039,76367,73343,69268
37,Michigan,472780,36389,31241,26641,22656
38,South Dakota,91354,4746,3920,3208,2611
39,Arkansas,187057,17488,18619,18830,18205
40,Delaware,46457,6963,7733,8093,8000
41,Mississippi,181095,18263,19428,19315,18530
42,New Mexico,121299,10616,9435,8380,7439
43,North Dakota,88067,1131,468,171,56
44,Wyoming,39775,1834,1136,661,364
45,Alaska,41573,4570,4580,4475,4280
46,Maine,16349,3071,3385,3248,3023
47,Alabama,297895,30342,34128,36962,38431
48,Idaho,122217,12233,13074,12820,12080
49,Montana,73303,5132,4852,4608,4384
50,Puerto Rico,62985,6415,7668,8952,9790
51,Virgin Islands,1807,206,239,237,216
52,Guam,7137,46,27,18,14
53,West Virginia,64394,9196,9941,10212,9833
54,Northern Mariana Islands,113,6,6,6,5
55,American Samoa,0,0,0,0,0
