,State,775,780,787,794,801
0,Washington,NaN,105,61,35,20
1,Illinois,NaN,140,79,45,25
2,California,NaN,650,369,209,119
3,Arizona,NaN,128,73,41,23
4,Massachusetts,NaN,104,59,33,19
5,Wisconsin,NaN,161,99,58,33
6,Texas,NaN,464,264,150,85
7,Nebraska,NaN,33,19,11,6
8,Utah,NaN,23,13,7,4
9,Oregon,NaN,74,43,25,14
10,Florida,NaN,722,432,251,144
11,New York,NaN,116,66,37,21
12,Rhode Island,NaN,6,3,1,1
13,Georgia,NaN,241,138,78,44
14,New Hampshire,NaN,2,1,0,0
15,North Carolina,NaN,138,79,45,25
16,New Jersey,NaN,59,34,19,11
17,Colorado,NaN,31,17,10,5
18,Maryland,NaN,37,21,12,6
19,Nevada,NaN,68,39,22,12
20,Tennessee,NaN,109,62,35,20
21,Hawaii,NaN,17,9,5,3
22,Indiana,NaN,102,58,33,18
23,Kentucky,NaN,137,80,46,26
24,Minnesota,NaN,61,34,19,11
25,Oklahoma,NaN,153,89,51,29
26,Pennsylvania,NaN,163,92,52,30
27,South Carolina,NaN,89,51,29,16
28,District of Columbia,NaN,1,0,0,0
29,Kansas,NaN,26,15,8,4
30,Missouri,NaN,147,84,47,27
31,Vermont,NaN,8,4,2,1
32,Virginia,NaN,226,131,75,43
33,Connecticut,NaN,39,22,12,7
34,Iowa,NaN,46,26,15,8
35,Louisiana,NaN,75,42,24,13
36,Ohio,NaN,99,56,32,18
37,Michigan,NaN,193,111,63,36
38,South Dakota,NaN,13,7,4,2
39,Arkansas,NaN,121,70,40,22
40,Delaware,NaN,26,16,9,5
41,Mississippi,NaN,73,42,23,13
42,New Mexico,NaN,34,19,11,6
43,North Dakota,NaN,5,3,1,1
44,Wyoming,NaN,12,7,4,2
45,Alaska,NaN,15,9,5,3
46,Maine,NaN,48,30,18,10
47,Alabama,NaN,133,76,43,24
48,Idaho,NaN,31,17,10,5
49,Montana,NaN,17,9,5,3
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,72,41,23,13
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
