,State,509,514,521,528,535
0,Washington,NaN,32,28,23,19
1,Illinois,NaN,119,118,115,107
2,California,NaN,158,145,131,118
3,Arizona,NaN,58,55,50,44
4,Massachusetts,NaN,23,17,13,10
5,Wisconsin,NaN,46,44,40,36
6,Texas,NaN,182,169,156,137
7,Nebraska,NaN,5,4,3,3
8,Utah,NaN,11,11,11,10
9,Oregon,NaN,33,31,28,25
10,Florida,NaN,260,247,233,214
11,New York,NaN,88,62,48,34
12,Rhode Island,NaN,3,3,2,1
13,Georgia,NaN,143,130,114,94
14,New Hampshire,NaN,4,3,2,2
15,North Carolina,NaN,100,95,84,70
16,New Jersey,NaN,38,29,21,16
17,Colorado,NaN,66,60,51,42
18,Maryland,NaN,36,29,23,18
19,Nevada,NaN,18,16,13,10
20,Tennessee,NaN,18,16,13,11
21,Hawaii,NaN,3,3,3,2
22,Indiana,NaN,44,40,34,27
23,Kentucky,NaN,56,50,44,36
24,Minnesota,NaN,34,29,24,19
25,Oklahoma,NaN,7,7,6,5
26,Pennsylvania,NaN,101,87,75,63
27,South Carolina,NaN,19,17,14,12
28,District of Columbia,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,20,18,16,13
30,Missouri,NaN,54,53,52,48
31,Vermont,NaN,0,0,0,0
32,Virginia,NaN,49,40,32,25
33,Connecticut,NaN,11,9,7,6
34,Iowa,NaN,26,25,23,20
35,Louisiana,NaN,30,29,27,24
36,Ohio,NaN,6,5,4,3
37,Michigan,NaN,157,136,112,86
38,South Dakota,NaN,3,2,2,1
39,Arkansas,NaN,13,13,12,10
40,Delaware,NaN,1,1,1,1
41,Mississippi,NaN,25,24,21,17
42,New Mexico,NaN,14,13,12,10
43,North Dakota,NaN,3,3,2,2
44,Wyoming,NaN,0,0,0,0
45,Alaska,NaN,3,3,3,3
46,Maine,NaN,5,5,4,4
47,Alabama,NaN,56,53,50,45
48,Idaho,NaN,13,14,14,12
49,Montana,NaN,8,7,7,7
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,31,31,28,25
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
