,State,271,276,283,290,297
0,Washington,2258,40,41,38,35
1,Illinois,9496,231,228,216,203
2,California,16982,374,351,326,298
3,Arizona,5830,80,70,59,50
4,Massachusetts,9753,128,132,129,123
5,Wisconsin,1600,96,93,86,79
6,Texas,17481,530,514,469,420
7,Nebraska,554,29,31,29,26
8,Utah,546,19,17,15,14
9,Oregon,627,20,21,19,17
10,Florida,16021,664,634,590,549
11,New York,33366,89,81,72,64
12,Rhode Island,1159,16,13,10,8
13,Georgia,7657,215,214,196,178
14,New Hampshire,468,18,18,18,17
15,North Carolina,3939,162,163,150,135
16,New Jersey,16214,38,35,32,29
17,Colorado,2180,36,35,33,31
18,Maryland,4041,53,54,51,47
19,Nevada,1712,43,41,36,32
20,Tennessee,2922,155,155,144,131
21,Hawaii,187,10,8,7,5
22,Indiana,3960,141,145,137,129
23,Kentucky,1326,70,73,67,61
24,Minnesota,2292,75,77,73,68
25,Oklahoma,1173,66,74,70,64
26,Pennsylvania,8475,122,120,112,104
27,South Carolina,3661,98,98,90,81
28,District of Columbia,641,6,5,5,5
29,Kansas,870,77,84,79,71
30,Missouri,2600,194,210,199,183
31,Vermont,58,0,0,0,0
32,Virginia,3457,59,56,50,45
33,Connecticut,4554,13,13,12,11
34,Iowa,1548,56,55,50,46
35,Louisiana,5766,75,69,63,58
36,Ohio,5075,55,55,50,45
37,Michigan,7363,115,114,104,92
38,South Dakota,323,30,30,28,25
39,Arkansas,1714,132,138,131,122
40,Delaware,666,10,9,9,8
41,Mississippi,3171,77,75,68,61
42,New Mexico,935,17,16,15,13
43,North Dakota,408,63,54,45,39
44,Wyoming,57,2,1,1,0
45,Alaska,67,4,5,5,4
46,Maine,146,0,0,0,0
47,Alabama,2789,120,126,118,108
48,Idaho,531,16,15,13,11
49,Montana,241,26,26,23,21
50,Puerto Rico,768,33,31,29,28
51,Virgin Islands,21,1,1,1,1
52,Guam,66,4,3,3,3
53,West Virginia,402,21,22,21,19
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
