,State,334,339,346,353,360
0,Washington,226635,21994,22682,23514,24295
1,Illinois,905069,47583,41914,36968,32573
2,California,1923887,398299,544627,731751,961985
3,Arizona,461345,49265,56887,64420,73497
4,Massachusetts,327374,36690,39486,42082,44715
5,Wisconsin,494353,21876,19391,17172,15155
6,Texas,1604991,174909,211198,251912,300351
7,Nebraska,157103,5237,3952,3000,2253
8,Utah,252783,16568,15753,14849,14039
9,Oregon,103755,8460,8024,7589,7154
10,Florida,1212581,82037,90159,98979,108074
11,New York,857049,80022,87091,94408,102123
12,Rhode Island,80231,6736,6210,5732,5264
13,Georgia,591438,52456,61208,71403,82439
14,New Hampshire,37388,6312,6811,7329,7851
15,North Carolina,483647,51602,59836,69060,79636
16,New Jersey,435763,31908,31497,31018,30552
17,Colorado,311036,18679,15550,12970,10733
18,Maryland,253073,16603,15730,14903,14055
19,Nevada,205884,17289,16731,16183,15582
20,Tennessee,529578,80995,102175,127599,155288
21,Hawaii,20709,1112,1329,1595,1921
22,Indiana,468219,38811,37025,35230,33391
23,Kentucky,244296,19465,18690,17975,17158
24,Minnesota,399311,12503,8224,5420,3544
25,Oklahoma,263434,26478,29823,33283,37083
26,Pennsylvania,569099,63374,60347,57607,54763
27,South Carolina,275733,26001,30714,36011,41818
28,District of Columbia,26740,1829,1908,1984,2059
29,Kansas,207784,10804,10024,9252,8593
30,Missouri,377948,20375,19181,17832,16620
31,Vermont,6534,712,718,726,733
32,Virginia,310890,26472,26986,27473,28022
33,Connecticut,167377,17823,18611,19320,19866
34,Iowa,268736,8849,7577,6432,5472
35,Louisiana,287261,18219,19331,20569,22044
36,Ohio,629354,68696,66049,63717,60856
37,Michigan,501115,24975,20275,16396,13325
38,South Dakota,95074,2911,2303,1822,1441
39,Arkansas,203107,17323,19082,20829,22774
40,Delaware,51056,5505,5772,5987,6229
41,Mississippi,195500,16345,17848,19396,21027
42,New Mexico,130808,9414,8412,7499,6671
43,North Dakota,90116,1864,1366,992,723
44,Wyoming,42118,1686,1314,1019,783
45,Alaska,44023,2511,2011,1620,1311
46,Maine,19285,3622,4506,5562,6897
47,Alabama,324832,29794,33334,36978,40692
48,Idaho,130877,8238,7615,7008,6495
49,Montana,77324,3329,2729,2252,1837
50,Puerto Rico,68849,7074,8253,9615,11209
51,Virgin Islands,1921,143,164,186,215
52,Guam,7211,58,38,25,17
53,West Virginia,73337,9602,10263,10997,11696
54,Northern Mariana Islands,116,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
