,State,218,227,234,241,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360
0,Washington,1890,62,62,63,66,73,84,101,126,164,221,307,435,508,474,485,524,593,672,601,563
1,Illinois,8186,173,202,233,266,305,351,410,490,596,736,922,1137,903,732,622,542,486,446,421,416
2,California,12677,914,949,991,1051,1136,1254,1412,1623,1908,2297,2833,3517,3405,3386,3468,3620,3837,4108,4433,4817
3,Arizona,4929,244,218,194,172,152,136,125,121,121,126,136,152,177,211,259,326,415,531,657,502
4,Massachusetts,9008,103,109,115,123,133,148,169,198,239,296,377,492,637,478,371,304,258,225,203,190
5,Wisconsin,1111,42,45,48,52,55,60,67,75,87,104,126,157,199,258,338,445,565,420,324,259
6,Texas,12365,1485,1523,1575,1643,1734,1448,1071,865,723,626,563,527,527,558,621,722,870,1079,1364,1739
7,Nebraska,391,16,17,17,19,21,23,27,32,38,48,61,80,108,149,201,171,149,135,124,115
8,Utah,403,21,20,20,21,22,23,25,29,34,41,52,67,89,122,171,243,343,274,198,155
9,Oregon,438,29,30,31,33,36,40,45,53,63,79,100,132,179,249,353,475,410,383,363,347
10,Florida,10868,963,958,966,996,1052,1137,1250,1395,1366,967,781,646,552,485,440,423,429,455,501,567
11,New York,32887,47,50,51,53,55,58,62,68,76,88,103,123,151,190,244,321,430,583,797,1089
12,Rhode Island,1044,10,11,12,13,15,17,20,25,32,42,56,75,101,84,65,54,46,40,37,34
13,Georgia,5393,409,423,444,473,514,569,640,728,693,538,460,404,366,342,329,331,347,376,418,474
14,New Hampshire,431,4,4,4,4,4,4,5,5,6,7,8,10,13,16,22,30,43,61,88,126
15,North Carolina,2630,164,161,159,162,168,179,196,221,256,306,376,474,611,803,1042,928,847,792,749,713
16,New Jersey,15921,26,25,23,22,21,20,20,21,23,25,29,34,40,50,62,80,105,140,189,254
17,Colorado,1931,23,22,22,22,23,23,24,27,30,36,43,54,70,93,126,174,245,347,492,594
18,Maryland,3722,37,34,32,31,32,33,36,40,45,53,64,80,102,133,177,241,333,464,637,544
19,Nevada,1271,136,147,161,178,202,233,207,178,160,148,141,137,138,148,165,194,235,294,376,482
20,Tennessee,1673,224,251,277,301,324,345,369,399,436,383,304,259,228,205,190,182,181,187,199,216
21,Hawaii,55,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,Indiana,3266,102,109,116,125,135,149,167,191,224,268,328,408,515,587,427,357,304,266,238,218
23,Kentucky,910,81,98,117,138,160,185,216,257,309,365,288,234,198,172,154,142,135,136,144,156
24,Minnesota,1855,67,77,89,105,126,155,193,246,318,418,539,408,316,258,217,187,165,153,150,155
25,Oklahoma,778,76,83,91,100,111,125,142,164,194,232,283,328,241,197,167,146,131,122,118,121
26,Pennsylvania,7622,145,163,185,211,244,287,343,420,527,675,881,1169,1238,981,871,793,741,711,698,714
27,South Carolina,2628,203,193,182,172,162,154,149,149,152,160,171,188,211,241,280,327,382,309,238,194
28,District of Columbia,605,7,8,8,9,11,12,15,18,23,30,40,53,63,52,46,41,37,33,31,29
29,Kansas,444,21,21,22,23,24,26,28,32,37,45,56,71,92,122,166,229,314,284,241,214
30,Missouri,1488,109,136,168,205,246,294,352,425,506,389,303,250,213,189,173,168,175,194,227,275
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
32,Virginia,2527,32,27,23,22,22,22,24,27,30,35,43,53,68,89,119,163,228,323,461,653
33,Connecticut,4465,9,10,11,11,11,12,12,13,14,16,18,20,24,29,36,45,57,75,98,130
34,Iowa,1091,73,85,97,113,131,154,183,221,256,192,159,136,121,112,107,107,115,128,149,179
35,Louisiana,4874,190,186,184,186,192,202,217,238,267,305,330,270,244,226,216,211,211,217,231,252
36,Ohio,4076,166,170,173,177,182,189,200,217,242,277,326,392,483,607,776,1002,957,788,698,626
37,Michigan,6706,81,90,100,112,128,147,174,208,253,314,397,509,662,868,764,526,411,330,273,233
38,South Dakota,162,7,7,6,6,6,6,7,7,8,9,11,13,16,21,26,34,46,61,81,70
39,Arkansas,739,63,65,69,73,80,88,99,114,133,158,191,235,231,176,151,132,118,108,102,100
40,Delaware,604,4,4,4,4,4,4,5,5,6,7,8,9,12,14,18,22,28,35,43,52
41,Mississippi,2399,146,133,122,114,108,104,103,104,107,114,123,136,154,176,204,220,173,151,133,118
42,New Mexico,764,31,32,33,35,37,40,45,51,60,74,93,122,163,223,213,195,189,188,190,195
43,North Dakota,139,12,13,13,15,16,18,20,23,26,30,36,43,51,52,35,28,22,18,16,14
44,Wyoming,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alaska,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Maine,132,2,2,2,2,2,2,2,3,3,4,5,6,7,9,12,16,21,29,39,52
47,Alabama,2076,62,53,47,43,41,40,41,43,47,52,61,72,88,111,141,182,235,304,388,443
48,Idaho,343,38,40,43,47,52,58,66,77,92,113,140,126,96,81,71,65,62,60,63,70
49,Montana,98,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,198,16,15,14,13,12,12,12,12,13,14,15,18,21,25,32,40,52,68,89,117
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
