,State,299,304,311,318,325
0,Washington,2548,55,51,49,48
1,Illinois,11204,629,714,752,774
2,California,18288,286,277,257,243
3,Arizona,6302,119,130,144,161
4,Massachusetts,10340,203,226,217,207
5,Wisconsin,2764,276,324,338,349
6,Texas,20032,580,569,544,540
7,Nebraska,797,74,82,88,94
8,Utah,723,62,70,76,84
9,Oregon,765,29,28,26,25
10,Florida,17559,394,370,336,318
11,New York,34054,171,176,170,162
12,Rhode Island,1270,57,55,53,50
13,Georgia,8967,275,260,235,215
14,New Hampshire,500,16,22,27,31
15,North Carolina,4814,275,274,265,258
16,New Jersey,16580,134,149,158,166
17,Colorado,2578,175,186,192,196
18,Maryland,4309,89,98,96,94
19,Nevada,1917,43,38,33,30
20,Tennessee,3923,238,238,233,231
21,Hawaii,222,3,2,2,1
22,Indiana,4936,363,397,409,419
23,Kentucky,1664,86,84,79,75
24,Minnesota,2973,255,326,344,358
25,Oklahoma,1538,95,89,80,74
26,Pennsylvania,9310,312,324,318,310
27,South Carolina,4143,82,79,73,69
28,District of Columbia,660,9,10,10,10
29,Kansas,1266,71,64,58,54
30,Missouri,3402,177,168,153,141
31,Vermont,59,0,0,0,0
32,Virginia,3806,76,76,69,64
33,Connecticut,4759,73,82,89,94
34,Iowa,2023,152,161,160,159
35,Louisiana,6139,69,67,57,50
36,Ohio,5742,187,183,174,169
37,Michigan,8431,273,253,229,213
38,South Dakota,644,124,152,172,193
39,Arkansas,2225,129,139,135,133
40,Delaware,736,24,27,27,28
41,Mississippi,3545,90,89,84,80
42,New Mexico,1236,92,109,115,123
43,North Dakota,743,115,131,133,135
44,Wyoming,144,22,25,28,31
45,Alaska,98,5,5,5,5
46,Maine,165,7,8,8,8
47,Alabama,3249,120,116,115,116
48,Idaho,763,45,37,31,28
49,Montana,522,53,52,51,51
50,Puerto Rico,942,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,92,NaN,NaN,NaN,NaN
53,West Virginia,585,49,43,36,31
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
