,County,382,388,395
0,01001,5869,225,214
1,01003,18723,655,614
2,01005,2008,51,48
3,01007,2339,46,52
4,01009,5915,186,148
5,01011,1128,41,39
6,01013,1865,46,38
7,01015,12402,323,268
8,01017,3263,74,81
9,01019,1730,37,38
10,01021,3615,65,58
11,01023,540,21,53
12,01025,3331,127,120
13,01027,1360,31,27
14,01029,1321,33,42
15,01031,5086,158,132
16,01033,5873,127,113
17,01035,1032,38,35
18,01037,749,61,52
19,01039,3747,137,123
20,01041,1353,49,46
21,01043,8731,167,142
22,01045,4410,106,94
23,01047,3268,70,75
24,01049,8271,143,131
25,01051,8896,269,231
26,01053,3630,106,96
27,01055,12800,354,351
28,01057,1919,50,42
29,01059,3910,62,63
30,01061,2320,66,52
31,01063,825,21,18
32,01065,2001,54,58
33,01067,1749,65,57
34,01069,9720,257,212
35,01071,6364,116,86
36,01073,68456,1580,1309
37,01075,1269,28,27
38,01077,8366,152,123
39,01079,2723,65,54
40,01081,14337,519,507
41,01083,8939,292,272
42,01085,1269,46,34
43,01087,1339,56,52
44,01089,30744,1048,1030
45,01091,2219,62,76
46,01093,2659,49,44
47,01095,10986,179,139
48,01097,34090,996,984
49,01099,1624,47,41
50,01101,21482,644,626
51,01103,13250,282,267
52,01105,1050,30,27
53,01107,2147,58,60
54,01109,2826,71,77
55,01111,1559,35,38
56,01113,3862,141,150
57,01115,8439,269,255
58,01117,20845,667,601
59,01119,952,14,13
60,01121,7155,272,257
61,01123,3406,85,62
62,01125,23049,670,631
63,01127,6256,80,65
64,01129,1495,27,30
65,01131,1167,27,23
66,01133,2400,81,71
67,02013,260,,NaN
68,02016,360,25,19
69,02020,25724,407,413
70,02050,3413,52,32
71,02060,0,,NaN
72,02068,68,2,2
73,02070,178,9,6
74,02090,5942,69,67
75,02100,26,,NaN
76,02105,0,,NaN
77,02110,1194,,NaN
78,02122,3933,51,46
79,02130,292,,NaN
80,02150,1043,11,12
81,02158,1149,,NaN
82,02164,168,1,1
83,02170,7688,179,164
84,02180,313,3,3
85,02185,986,6,4
86,02188,573,104,96
87,02195,49,,NaN
88,02198,75,,NaN
89,02220,307,,NaN
90,02230,16,,NaN
91,02240,444,7,6
92,02261,454,11,11
93,02275,27,,NaN
94,02282,66,,NaN
95,02290,271,3,3
96,04001,9854,192,110
97,04003,10602,149,121
98,04005,15675,393,352
99,04007,6159,118,110
100,04009,5158,130,117
101,04011,536,24,29
102,04012,2300,53,41
103,04013,487042,11279,9580
104,04015,20113,603,470
105,04017,14907,400,353
106,04019,104675,2344,1773
