,County,354,360,367
0,01001,4879,543,615
1,01003,15327,1039,1017
2,01005,1658,147,159
3,01007,2051,202,235
4,01009,5066,243,251
5,01011,953,76,84
6,01013,1632,106,107
7,01015,10497,736,817
8,01017,2639,247,291
9,01019,1537,114,113
10,01021,3253,214,225
11,01023,501,41,81
12,01025,2633,180,177
13,01027,1230,82,89
14,01029,1118,99,110
15,01031,4145,427,409
16,01033,5081,336,392
17,01035,907,65,76
18,01037,579,77,92
19,01039,3156,218,236
20,01041,1123,150,160
21,01043,7702,440,400
22,01045,3720,284,276
23,01047,2923,119,138
24,01049,7376,308,306
25,01051,7390,554,558
26,01053,2972,218,204
27,01055,11111,854,879
28,01057,1570,114,122
29,01059,3530,207,221
30,01061,1903,160,176
31,01063,731,55,99
32,01065,1661,170,186
33,01067,1433,172,175
34,01069,8167,584,529
35,01071,5611,316,347
36,01073,58896,4661,5717
37,01075,1137,78,82
38,01077,7191,395,413
39,01079,2324,196,196
40,01081,11565,999,1041
41,01083,7599,469,443
42,01085,1052,91,122
43,01087,1093,105,118
44,01089,25463,1786,1759
45,01091,1946,110,122
46,01093,2320,157,162
47,01095,9854,429,431
48,01097,28584,1625,1652
49,01099,1384,115,121
50,01101,18064,1750,1831
51,01103,11727,611,602
52,01105,930,64,73
53,01107,1888,107,120
54,01109,2338,297,311
55,01111,1349,96,114
56,01113,3067,232,288
57,01115,7213,443,432
58,01117,17562,1346,1245
59,01119,889,40,49
60,01121,5796,422,432
61,01123,2552,153,169
62,01125,20142,944,933
63,01127,5734,295,298
64,01129,1320,127,131
65,01131,974,68,69
66,01133,2182,151,170
67,02013,39,,NaN
68,02016,224,33,36
69,02020,24091,963,1117
70,02050,2797,208,218
71,02060,0,,NaN
72,02068,61,18,22
73,02070,147,53,72
74,02090,5364,307,346
75,02100,23,,NaN
76,02105,0,,NaN
77,02110,1074,,NaN
78,02122,3763,125,150
79,02130,259,,NaN
80,02150,971,56,65
81,02158,923,,NaN
82,02164,161,21,26
83,02170,6910,348,371
84,02180,283,26,33
85,02185,870,56,69
86,02188,483,96,113
87,02195,38,,NaN
88,02198,74,,NaN
89,02220,278,,NaN
90,02230,16,,NaN
91,02240,414,23,32
92,02261,380,45,47
93,02275,25,,NaN
94,02282,60,,NaN
95,02290,237,43,53
96,04001,8244,406,372
97,04003,8856,915,1015
98,04005,12836,1058,1121
99,04007,5060,372,388
100,04009,4045,487,470
101,04011,463,109,127
102,04012,1860,236,232
103,04013,382409,32750,31008
104,04015,15346,1699,1816
105,04017,12572,748,773
106,04019,82197,7701,7684
107,04021,33154,3786,4321
108,04023,6671,372,375
109,04025,13565,1284,1333
110,04027,31268,2161,2552
111,05001,1458,132,177
112,05003,1402,116,138
113,05005,2353,172,174
114,05007,21521,1742,1742
115,05009,2834,232,262
116,05011,1082,111,122
117,05013,267,44,49
118,05015,2281,189,211
119,05017,1474,52,64
120,05019,1523,101,112
121,05021,1422,88,91
122,05023,1507,176,168
123,05025,628,55,57
124,05027,1702,103,115
125,05029,1649,206,202
126,05031,10999,629,681
127,05033,5145,435,383
128,05035,4730,329,377
129,05037,1599,168,200
130,05039,546,65,76
131,05041,1037,72,83
132,05043,1609,134,162
133,05045,8923,929,1025
134,05047,1249,104,117
135,05049,973,76,69
136,05051,6876,589,621
137,05053,1195,92,100
138,05055,4870,330,375
139,05057,1374,121,126
140,05059,3925,182,193
141,05061,1194,89,93
142,05063,3090,283,279
143,05065,1432,81,84
144,05067,2934,112,121
145,05069,7173,265,271
146,05071,2155,178,186
147,05073,370,39,42
148,05075,1723,130,132
149,05077,1515,73,68
150,05079,2905,60,62
151,05081,899,69,79
152,05083,1674,139,156
153,05085,4878,561,549
154,05087,1144,85,74
155,05089,738,82,86
156,05091,2981,189,206
157,05093,4719,272,273
158,05095,557,55,57
159,05097,580,62,63
160,05099,626,59,73
161,05101,597,48,53
162,05103,1602,184,175
163,05105,546,84,79
164,05107,1396,136,138
165,05109,778,83,83
166,05111,2618,155,143
167,05113,1439,128,120
168,05115,6240,433,437
169,05117,605,49,56
170,05119,28248,2368,2770
171,05121,1623,133,168
172,05123,2994,176,175
173,05125,8749,733,771
174,05127,718,93,90
175,05129,544,39,40
176,05131,11245,891,854
177,05133,2179,85,97
178,05135,1305,131,122
179,05137,825,110,128
180,05139,2785,230,238
181,05141,876,89,90
182,05143,24231,1617,1617
183,05145,5572,530,496
184,05147,440,62,70
185,05149,2715,202,184
186,06001,60125,5703,6695
187,06003,72,24,29
188,06005,2824,236,259
189,06007,8552,932,1095
190,06009,1425,193,211
191,06011,1565,226,277
192,06013,47315,5092,6169
193,06015,816,98,218
194,06017,6800,917,1003
195,06019,74816,6438,7285
196,06021,1707,162,179
197,06023,2031,441,536
198,06025,24028,1104,1204
199,06027,811,149,191
200,06029,78832,7749,7816
201,06031,17711,1455,1670
202,06033,2144,267,359
203,06035,4972,345,405
204,06037,920324,81356,78819
205,06039,12063,1030,1071
206,06041,10811,794,936
207,06043,322,71,86
208,06045,2914,248,278
209,06047,21506,1924,2305
210,06049,366,55,64
211,06051,969,78,104
212,06053,32394,3414,3263
213,06055,6594,697,790
214,06057,2932,365,454
215,06059,191004,17623,17204
216,06061,15609,1595,1763
217,06063,544,79,101
218,06065,216076,18819,19585
219,06067,74482,6760,7759
220,06069,4403,544,571
221,06071,228857,15175,12465
222,06073,191888,20434,22601
223,06075,26708,2981,3527
224,06077,51927,4856,5716
225,06079,13647,1946,2344
226,06081,28512,3102,3741
227,06083,21323,2784,3061
228,06085,83655,8177,7907
229,06087,10717,1661,1777
230,06089,8917,855,900
231,06091,63,30,35
232,06093,1311,196,236
233,06095,22232,2803,3070
234,06097,21463,1731,1879
235,06099,38851,2813,3041
236,06101,7072,609,720
237,06103,3752,374,386
238,06105,292,36,45
239,06107,37684,2659,2820
240,06109,3180,230,256
241,06111,51988,8404,8930
242,06113,9524,1104,1422
243,06115,4440,553,575
244,08001,42730,2026,2501
245,08003,1006,66,72
246,08005,41092,2939,3363
247,08007,540,54,59
248,08009,206,28,38
249,08011,1229,62,73
250,08013,15741,801,909
251,08014,3030,,NaN
252,08015,1170,95,90
253,08017,105,30,35
254,08019,317,44,53
255,08021,339,32,35
256,08023,170,25,26
257,08025,1685,39,44
258,08027,154,22,26
259,08029,1907,278,289
260,08031,51608,2751,2937
261,08033,55,23,29
262,08035,17047,1100,1402
263,08037,3692,300,377
264,08039,1062,59,68
265,08041,44205,2222,2536
266,08043,4903,182,214
267,08045,4300,319,354
268,08047,134,26,35
269,08049,756,84,84
270,08051,787,75,82
271,08053,15,20,25
272,08055,283,25,35
273,08057,42,27,31
274,08059,31685,1739,1982
275,08061,78,19,23
276,08063,457,33,38
277,08065,461,100,111
278,08067,2443,207,247
279,08069,16204,963,1066
280,08071,821,173,183
281,08073,800,33,39
282,08075,3383,103,112
283,08077,10128,765,880
284,08079,50,20,25
285,08081,568,57,85
286,08083,1386,118,121
287,08085,2418,201,194
288,08087,2245,141,195
289,08089,1720,71,84
290,08091,166,33,34
291,08093,435,59,68
292,08095,302,24,27
293,08097,1435,283,291
294,08099,1052,55,61
295,08101,13802,459,482
296,08103,292,32,37
297,08105,500,133,147
298,08107,1168,120,137
299,08109,272,31,34
300,08111,35,20,25
301,08113,431,37,40
302,08115,164,35,35
303,08117,2285,123,148
304,08119,1060,88,106
305,08121,352,24,31
306,08123,21620,1116,1184
307,08125,593,47,55
308,09001,61285,3734,3792
309,09003,51890,3493,3296
310,09005,8239,549,557
311,09007,7483,726,773
312,09009,52278,4176,4608
313,09011,12434,1537,1628
314,09013,5443,410,419
315,09015,6172,740,789
316,10001,10471,861,907
317,10003,37396,3192,4083
318,10005,17252,1420,1621
319,11001,NaN,1900,2341
320,12001,17614,1130,1204
321,12003,2681,174,201
322,12005,13207,887,927
323,12007,2380,159,175
324,12009,23944,2808,3094
325,12011,150371,9262,9030
326,12013,1383,118,131
327,12015,8456,676,755
328,12017,7469,481,472
329,12019,13073,1634,1801
330,12021,24443,1255,1364
331,12023,6550,301,288
332,12027,3099,185,192
333,12029,1226,74,78
334,12031,70524,6611,7459
335,12033,25393,1856,2063
336,12035,4342,623,765
337,12037,1017,68,69
338,12039,4493,289,272
339,12041,1094,56,60
340,12043,807,45,49
341,12045,1460,100,164
342,12047,1355,83,78
343,12049,2262,116,133
344,12051,3594,229,237
345,12053,8377,613,555
346,12055,5525,440,411
347,12057,86509,6457,7383
348,12059,1882,150,165
349,12061,8102,806,901
350,12063,5046,224,214
351,12065,1126,72,78
352,12067,1463,38,40
353,12069,17973,1831,2072
354,12071,45282,3227,3347
355,12073,22138,1657,1715
356,12075,2155,165,166
357,12077,861,70,73
358,12079,1647,78,87
359,12081,24755,1721,1808
360,12083,20537,1688,1834
361,12085,8614,618,715
362,12086,326607,14201,14577
363,12087,4696,339,402
364,12089,5718,600,701
365,12091,14233,1032,1131
366,12093,2779,185,182
367,12095,86634,7246,8149
368,12097,28480,2199,2519
369,12099,91711,6415,7367
370,12101,24942,1951,2321
371,12103,50978,4182,4774
372,12105,42422,3266,3413
373,12107,4549,347,381
374,12109,15329,1686,1799
375,12111,16319,1440,1532
376,12113,12843,1011,1060
377,12115,21223,1695,1730
378,12117,20464,1758,1972
379,12119,5975,527,521
380,12121,4428,235,243
381,12123,2158,114,120
382,12125,1556,95,102
383,12127,25461,2367,2525
384,12129,2453,203,207
385,12131,5492,406,441
386,12133,2161,136,144
387,13001,1826,122,131
388,13003,848,96,109
389,13005,1163,133,169
390,13007,181,32,41
391,13009,3487,219,251
392,13011,1364,111,124
393,13013,6192,611,627
394,13015,9177,878,843
395,13017,1693,212,255
396,13019,1284,134,164
397,13021,11337,846,918
398,13023,1120,120,157
399,13025,1151,95,107
400,13027,1048,63,77
401,13029,2188,262,297
402,13031,4865,333,381
403,13033,1753,140,166
404,13035,1958,187,199
405,13037,435,87,89
406,13039,2768,244,303
407,13043,770,78,103
408,13045,8273,571,647
409,13047,3953,450,549
410,13049,1113,88,91
411,13051,14995,1186,1576
412,13053,2240,49,53
413,13055,2037,165,203
414,13057,19484,1833,2054
415,13059,11215,949,972
416,13061,198,34,38
417,13063,16113,1320,1472
418,13065,722,97,114
419,13067,51194,4679,5111
420,13069,4488,363,375
421,13071,3461,200,204
422,13073,11578,1085,1288
423,13075,1397,119,121
424,13077,9419,791,821
425,13079,474,50,56
426,13081,1511,103,109
427,13083,925,109,122
428,13085,2047,172,190
429,13087,2194,156,172
430,13089,42619,2909,3240
431,13091,1688,197,184
432,13093,750,80,95
433,13095,5486,592,608
434,13097,9520,1009,1120
435,13099,871,66,82
436,13101,393,29,36
437,13103,2929,273,272
438,13105,1782,125,139
439,13107,2064,144,159
440,13109,734,86,105
441,13111,1536,115,129
442,13113,5493,565,658
443,13115,8519,659,752
444,13117,12898,1547,1651
445,13119,2014,166,202
446,13121,64300,4934,5789
447,13123,2076,176,189
448,13125,192,26,36
449,13127,5769,458,640
450,13129,5410,399,434
451,13131,1563,207,235
452,13133,1307,137,147
453,13135,65881,5748,6431
454,13137,4027,283,269
455,13139,20359,1518,1649
456,13141,747,76,91
457,13143,2013,133,164
458,13145,1732,212,208
459,13147,1766,221,247
460,13149,638,71,78
461,13151,15378,1204,1277
462,13153,9748,1316,1449
463,13155,735,88,111
464,13157,6566,619,566
465,13159,990,130,169
466,13161,1377,121,125
467,13163,1445,117,126
468,13165,627,57,68
469,13167,866,117,124
470,13169,1377,157,172
471,13171,1397,132,152
472,13173,581,59,69
473,13175,4312,432,392
474,13177,1825,242,327
475,13179,2114,208,271
476,13181,490,50,57
477,13183,551,53,50
478,13185,9270,491,552
479,13187,2174,163,162
480,13189,1578,167,200
481,13191,559,61,68
482,13193,559,95,113
483,13195,2187,217,222
484,13197,348,50,58
485,13199,1308,158,165
486,13201,617,60,67
487,13205,1539,126,142
488,13207,1791,126,147
489,13209,709,82,88
490,13211,1318,131,156
491,13213,3398,282,268
492,13215,11067,1034,1498
493,13217,6680,552,646
494,13219,2719,315,348
495,13221,1069,111,121
496,13223,10047,1025,1009
497,13225,1802,213,214
498,13227,2190,257,304
499,13229,1845,176,189
500,13231,1522,174,160
501,13233,3948,408,424
502,13235,688,89,110
503,13237,1524,120,135
504,13239,116,36,46
505,13241,1283,109,108
506,13243,455,52,61
507,13245,16772,1131,1208
508,13247,4627,531,629
509,13249,246,35,52
510,13251,672,75,102
511,13253,740,65,91
512,13255,4146,349,440
513,13257,2447,199,218
514,13259,704,30,34
515,13261,1908,219,272
516,13263,346,56,65
517,13265,74,31,33
518,13267,1684,136,175
519,13269,591,55,61
520,13271,932,128,158
521,13273,613,56,66
522,13275,3255,324,377
523,13277,3966,324,365
524,13279,2656,247,341
525,13281,879,84,88
526,13283,602,87,99
527,13285,5561,417,425
528,13287,764,118,127
529,13289,497,66,93
530,13291,1616,121,140
531,13293,2591,307,337
532,13295,4683,538,567
533,13297,6674,599,599
534,13299,3665,338,407
535,13301,336,45,50
536,13303,1541,123,137
537,13305,2449,207,198
538,13307,104,31,39
539,13309,527,43,53
540,13311,2411,209,209
541,13313,13131,828,842
542,13315,640,48,54
543,13317,710,70,83
544,13319,705,66,70
545,13321,1348,146,156
546,15001,2029,106,112
547,15003,19345,1130,1465
548,15005,0,,NaN
549,15007,167,33,40
550,15009,1759,221,224
551,16001,40790,1821,1868
552,16003,287,33,32
553,16005,6785,309,330
554,16007,298,40,46
555,16009,484,43,49
556,16011,3849,173,193
557,16013,1625,54,62
558,16015,250,21,26
559,16017,2205,192,198
560,16019,10814,354,468
561,16021,620,57,83
562,16023,173,27,32
563,16025,57,,NaN
564,16027,21826,952,1002
565,16029,558,39,52
566,16031,2657,113,139
567,16033,53,18,22
568,16035,849,39,40
569,16037,218,29,35
570,16039,1403,76,96
571,16041,969,63,75
572,16043,895,45,78
573,16045,1502,83,89
574,16047,1187,43,48
575,16049,1084,63,68
576,16051,2157,78,90
577,16053,2320,94,103
578,16055,13948,1017,1052
579,16057,2266,139,139
580,16059,470,25,30
581,16061,353,26,31
582,16063,449,33,35
583,16065,5461,184,188
584,16067,2134,140,193
585,16069,3123,120,147
586,16071,269,31,35
587,16073,929,48,53
588,16075,2156,86,96
589,16077,555,27,34
590,16079,890,52,54
591,16081,816,65,68
592,16083,8333,347,388
593,16085,551,66,65
594,16087,1049,60,74
595,17001,7033,413,377
596,17003,365,41,50
597,17005,1661,126,152
598,17007,5377,260,295
599,17009,560,96,111
600,17011,2944,132,167
601,17013,416,47,47
602,17015,1381,64,77
603,17017,1701,116,120
604,17019,14810,701,803
605,17021,2836,178,188
606,17023,1378,151,174
607,17025,1287,84,103
608,17027,4790,226,244
609,17029,4562,277,280
610,17031,417790,16110,15515
611,17033,1685,114,131
612,17035,1023,88,94
613,17037,7117,339,358
614,17039,1052,147,160
615,17041,1945,84,84
616,17043,66084,3370,3939
617,17045,1402,75,91
618,17047,445,49,56
619,17049,4169,232,250
620,17051,2816,148,155
621,17053,1327,96,130
622,17055,3665,219,228
623,17057,2481,109,123
624,17059,374,48,51
625,17061,1205,91,95
626,17063,4167,269,321
627,17065,665,73,95
628,17067,1422,110,117
629,17069,257,49,50
630,17071,429,45,58
631,17073,3887,190,201
632,17075,2503,165,183
633,17077,3942,254,251
634,17079,986,113,122
635,17081,3209,205,206
636,17083,2100,122,150
637,17085,1430,60,69
638,17087,1166,136,148
639,17089,44090,2077,2601
640,17091,11146,459,592
641,17093,9165,695,768
642,17095,4365,270,312
643,17097,51027,2343,2844
644,17099,8955,561,656
645,17101,2079,131,157
646,17103,2885,136,174
647,17105,3390,193,186
648,17107,2941,260,292
649,17109,2063,65,80
650,17111,20603,1248,1398
651,17113,12611,772,874
652,17115,8448,480,564
653,17117,3574,259,295
654,17119,22953,1327,1464
655,17121,3829,262,274
656,17123,626,56,63
657,17125,1126,117,139
658,17127,965,82,97
659,17129,801,52,59
660,17131,1138,79,89
661,17133,3407,230,276
662,17135,2634,293,300
663,17137,3153,144,213
664,17139,1319,69,91
665,17141,4440,288,326
666,17143,14289,937,1085
667,17145,2500,247,243
668,17147,1124,74,92
669,17149,1499,94,100
670,17151,226,34,41
671,17153,585,41,47
672,17155,340,31,38
673,17157,3558,184,204
674,17159,1467,132,152
675,17161,11514,486,628
676,17163,20972,1251,1312
677,17165,1947,195,215
678,17167,13963,715,805
679,17169,584,86,90
680,17171,352,34,38
681,17173,1893,113,122
682,17175,487,39,43
683,17177,3408,164,200
684,17179,11382,741,865
685,17181,1883,161,170
686,17183,7043,412,410
687,17185,1126,94,114
688,17187,1555,61,76
689,17189,1371,110,112
690,17191,1436,114,121
691,17193,1273,134,163
692,17195,5082,241,298
693,17197,55872,3010,3426
694,17199,5887,432,429
695,17201,25397,1058,1165
696,17203,3031,214,242
697,18001,2853,202,219
698,18003,30665,1710,1923
699,18005,5989,400,422
700,18007,815,51,60
701,18009,1036,128,172
702,18011,5090,412,426
703,18013,821,69,79
704,18015,1473,101,107
705,18017,4550,206,214
706,18019,9614,944,1068
707,18021,2067,177,174
708,18023,3528,220,266
709,18025,694,81,90
710,18027,2487,184,192
711,18029,4301,328,404
712,18031,2317,184,199
713,18033,3270,209,244
714,18035,8397,566,629
715,18037,5192,390,364
716,18039,23613,652,759
717,18041,2347,133,152
718,18043,5765,481,541
719,18045,1702,129,135
720,18047,1359,97,99
721,18049,1529,125,159
722,18051,3346,243,316
723,18053,5549,432,382
724,18055,2231,210,214
725,18057,26769,1843,2013
726,18059,6001,628,650
727,18061,3055,233,254
728,18063,13070,952,1010
729,18065,4705,334,368
730,18067,7473,576,577
731,18069,2737,222,246
732,18071,4026,189,202
733,18073,2686,152,161
734,18075,1582,229,301
735,18077,2362,173,200
736,18079,1836,120,132
737,18081,13717,1092,1217
738,18083,3137,188,264
739,18085,7616,452,478
740,18087,2177,101,127
741,18089,42763,1995,2268
742,18091,8300,471,455
743,18093,3643,232,260
744,18095,10015,725,805
745,18097,77884,4767,5560
746,18099,4789,143,149
747,18101,672,59,63
748,18103,2954,166,176
749,18105,8711,452,401
750,18107,3173,274,282
751,18109,4859,392,397
752,18111,867,49,60
753,18113,4458,250,280
754,18115,438,44,52
755,18117,1413,110,130
756,18119,1518,127,124
757,18121,1252,86,116
758,18123,1364,141,147
759,18125,1051,86,92
760,18127,13843,738,852
761,18129,2178,203,191
762,18131,921,81,82
763,18133,2702,187,199
764,18135,2006,141,168
765,18137,2799,216,227
766,18139,1388,136,141
767,18141,25843,1111,1275
768,18143,2071,157,197
769,18145,3828,295,304
770,18147,1716,138,141
771,18149,1665,82,84
772,18151,2936,180,188
773,18153,1819,117,123
774,18155,574,52,55
775,18157,16609,1264,1346
776,18159,1232,119,124
777,18161,583,59,65
778,18163,17539,1284,1372
779,18165,1391,120,130
780,18167,10095,503,508
781,18169,2791,138,145
782,18171,628,104,135
783,18173,5996,569,638
784,18175,1641,151,170
785,18177,5676,307,318
786,18179,2180,179,191
787,18181,2561,179,223
788,18183,2769,198,210
789,19001,655,51,62
790,19003,288,33,40
791,19005,1241,55,67
792,19007,1048,95,131
793,19009,399,31,36
794,19011,2050,83,110
795,19013,13294,463,511
796,19015,2089,174,163
797,19017,2362,135,158
798,19019,1538,83,86
799,19021,3851,156,206
800,19023,1405,132,137
801,19025,1206,35,44
802,19027,2484,105,133
803,19029,1102,64,76
804,19031,1454,71,89
805,19033,4516,199,287
806,19035,1328,102,137
807,19037,1089,54,58
808,19039,739,67,85
809,19041,1621,92,111
810,19043,1477,77,81
811,19045,4352,258,296
812,19047,2242,132,157
813,19049,8488,452,461
814,19051,678,38,44
815,19053,462,43,46
816,19055,1689,64,77
817,19057,3717,197,224
818,19059,1808,110,108
819,19061,11087,461,462
820,19063,1079,82,104
821,19065,1519,89,90
822,19067,1343,76,98
823,19069,980,62,65
824,19071,484,38,48
825,19073,668,61,78
826,19075,1167,75,86
827,19077,1001,51,60
828,19079,1539,88,112
829,19081,1254,83,91
830,19083,1516,68,75
831,19085,1509,63,70
832,19087,2579,129,141
833,19089,796,50,59
834,19091,1019,59,67
835,19093,725,41,47
836,19095,1193,74,95
837,19097,1856,88,104
838,19099,3063,148,167
839,19101,1155,117,128
840,19103,11684,421,469
841,19105,2665,100,114
842,19107,828,46,60
843,19109,1636,72,83
844,19111,3058,212,257
845,19113,17320,856,997
