,County,333,339,346
0,01001,3741,408,440
1,01003,11827,862,788
2,01005,1336,71,83
3,01007,1613,167,152
4,01009,4218,314,227
5,01011,753,29,31
6,01013,1399,82,83
7,01015,8648,709,670
8,01017,2125,106,109
9,01019,1287,78,78
10,01021,2696,126,119
11,01023,474,29,32
12,01025,2182,105,97
13,01027,1055,51,51
14,01029,948,69,77
15,01031,3185,259,257
16,01033,4106,262,260
17,01035,807,36,36
18,01037,454,31,34
19,01039,2701,160,142
20,01041,841,64,62
21,01043,6269,482,486
22,01045,3007,220,214
23,01047,2601,96,94
24,01049,6408,341,261
25,01051,5535,465,455
26,01053,2383,105,111
27,01055,8916,889,895
28,01057,1303,107,108
29,01059,3021,147,145
30,01061,1488,99,99
31,01063,585,34,37
32,01065,1274,79,64
33,01067,1085,82,77
34,01069,6570,449,431
35,01071,4689,317,269
36,01073,45527,3698,3376
37,01075,946,81,73
38,01077,5582,488,452
39,01079,1757,132,124
40,01081,9337,500,482
41,01083,5987,529,465
42,01085,897,39,35
43,01087,901,59,57
44,01089,19314,1788,1812
45,01091,1611,117,113
46,01093,1853,137,128
47,01095,8380,421,426
48,01097,23463,1017,935
49,01099,1027,90,81
50,01101,14775,1077,1091
51,01103,9355,765,723
52,01105,790,41,39
53,01107,1568,138,106
54,01109,1815,110,113
55,01111,1174,57,63
56,01113,2595,147,154
57,01115,5770,401,369
58,01117,13888,975,926
59,01119,743,47,51
60,01121,4655,247,211
61,01123,2167,109,105
62,01125,16663,1083,989
63,01127,4720,236,207
64,01129,1105,60,64
65,01131,817,37,40
66,01133,1740,96,105
67,02013,40,,NaN
68,02016,169,20,25
69,02020,21651,1236,1353
70,02050,2081,82,67
71,02060,0,,NaN
72,02068,60,13,16
73,02070,111,14,19
74,02090,4605,270,242
75,02100,22,,NaN
76,02105,0,,NaN
77,02110,988,,NaN
78,02122,3478,177,149
79,02130,230,,NaN
80,02150,803,125,120
81,02158,672,,NaN
82,02164,156,17,24
83,02170,5842,386,373
84,02180,264,42,44
85,02185,757,77,68
