,County,375,381,388
0,01001,5669,208,211
1,01003,18126,618,496
2,01005,1951,91,80
3,01007,2307,54,44
4,01009,5713,138,109
5,01011,1086,41,41
6,01013,1812,65,61
7,01015,12011,365,337
8,01017,3203,113,101
9,01019,1704,34,32
10,01021,3544,60,52
11,01023,535,24,27
12,01025,3227,149,133
13,01027,1328,19,18
14,01029,1281,49,46
15,01031,4915,199,166
16,01033,5736,194,176
17,01035,1007,29,32
18,01037,678,32,28
19,01039,3581,105,93
20,01041,1312,47,43
21,01043,8551,173,133
22,01045,4290,134,120
23,01047,3224,71,68
24,01049,8133,154,125
25,01051,8602,272,236
26,01053,3523,116,99
27,01055,12515,343,313
28,01057,1856,62,56
29,01059,3842,81,72
30,01061,2258,100,87
31,01063,801,15,15
32,01065,1958,69,61
33,01067,1675,52,43
34,01069,9471,318,264
35,01071,6245,146,116
36,01073,66884,1897,1830
37,01075,1248,29,29
38,01077,8180,220,202
39,01079,2647,82,72
40,01081,13829,411,340
41,01083,8676,224,199
42,01085,1232,44,40
43,01087,1288,51,51
44,01089,29680,955,890
45,01091,2188,77,61
46,01093,2613,52,46
47,01095,10780,226,211
48,01097,33060,1071,900
49,01099,1569,32,24
50,01101,20921,909,916
51,01103,13001,273,265
52,01105,1027,17,15
53,01107,2095,48,44
54,01109,2746,93,90
55,01111,1518,44,37
56,01113,3751,135,123
57,01115,8159,211,188
58,01117,20216,584,492
59,01119,930,20,20
60,01121,6837,219,185
61,01123,3325,103,81
62,01125,22421,550,470
63,01127,6158,81,70
64,01129,1474,43,42
65,01131,1137,28,24
66,01133,2379,42,38
67,02013,87,,NaN
68,02016,328,24,20
69,02020,25483,492,513
70,02050,3341,150,123
71,02060,0,,NaN
72,02068,68,4,4
73,02070,169,7,6
74,02090,5877,90,87
75,02100,26,,NaN
76,02105,0,,NaN
77,02110,1159,,NaN
78,02122,3917,29,31
79,02130,284,,NaN
80,02150,1035,13,14
81,02158,1125,,NaN
82,02164,170,3,4
83,02170,7495,111,100
84,02180,310,5,4
85,02185,983,7,8
86,02188,573,23,26
87,02195,47,,NaN
88,02198,75,,NaN
89,02220,304,,NaN
90,02230,16,,NaN
91,02240,435,10,9
92,02261,446,23,20
93,02275,27,,NaN
94,02282,66,,NaN
95,02290,269,6,5
96,04001,9607,228,172
97,04003,10452,237,188
98,04005,15228,267,197
99,04007,6023,213,170
100,04009,5117,230,179
101,04011,523,27,42
102,04012,2247,49,37
103,04013,472760,15913,12490
104,04015,19395,926,822
105,04017,14482,254,184
106,04019,101457,2944,2410
107,04021,42322,2141,1883
108,04023,7428,93,83
109,04025,16236,364,277
110,04027,35127,617,533
111,05001,1774,77,65
112,05003,1640,64,57
113,05005,2635,66,60
114,05007,25105,979,896
115,05009,3334,130,113
116,05011,1250,38,33
117,05013,346,29,23
118,05015,2580,85,72
119,05017,1551,18,19
120,05019,1837,75,59
121,05021,1564,27,25
122,05023,1761,59,54
123,05025,796,34,25
124,05027,1930,59,51
125,05029,1983,76,61
126,05031,12141,190,140
127,05033,6196,214,173
128,05035,5360,132,165
129,05037,1819,37,38
130,05039,668,26,27
131,05041,1206,47,46
132,05043,1864,71,64
133,05045,10624,372,325
134,05047,1502,68,58
135,05049,1024,8,7
136,05051,8370,296,198
137,05053,1386,43,37
138,05055,5498,163,141
139,05057,1632,59,55
140,05059,4399,97,85
141,05061,1352,48,48
142,05063,3454,85,77
143,05065,1557,32,30
144,05067,3066,31,29
145,05069,8061,209,192
146,05071,2505,73,55
147,05073,445,13,15
148,05075,1907,35,26
149,05077,1597,10,10
150,05079,3051,34,32
151,05081,1036,30,34
152,05083,1974,49,43
153,05085,5963,267,223
154,05087,1340,53,45
155,05089,867,31,32
156,05091,3376,93,85
157,05093,5250,126,104
158,05095,732,46,36
159,05097,654,14,11
160,05099,717,30,29
161,05101,647,8,6
162,05103,1964,91,77
163,05105,678,29,26
164,05107,1607,40,36
165,05109,877,16,17
166,05111,2927,69,58
167,05113,1656,40,33
168,05115,7188,183,134
169,05117,790,48,43
170,05119,33841,1425,1315
171,05121,1834,40,38
172,05123,3315,59,55
173,05125,10403,324,242
174,05127,869,33,27
175,05129,615,10,10
176,05131,13555,471,405
177,05133,2343,27,27
178,05135,1445,24,22
179,05137,924,28,25
180,05139,3331,124,95
181,05141,1117,56,52
182,05143,27660,670,536
183,05145,6496,176,134
184,05147,552,19,17
185,05149,3048,53,44
186,06001,73771,3508,3319
187,06003,74,3,4
188,06005,3199,101,90
189,06007,10177,456,439
190,06009,1763,79,72
191,06011,1935,80,71
192,06013,57337,2855,2778
193,06015,883,42,51
194,06017,8359,354,350
195,06019,88476,2534,2056
196,06021,2074,60,54
197,06023,2754,325,321
198,06025,26160,692,750
199,06027,1083,66,59
200,06029,94113,3617,3081
201,06031,20773,835,960
202,06033,2809,122,121
203,06035,5393,120,122
204,06037,1116948,41171,40215
205,06039,14443,496,412
206,06041,12346,385,398
207,06043,367,24,27
208,06045,3434,131,117
209,06047,26230,996,919
210,06049,407,21,21
211,06051,1165,39,40
212,06053,39425,1857,1826
213,06055,8342,406,356
214,06057,3499,227,228
215,06059,245978,6923,6422
216,06061,18430,799,816
217,06063,626,25,30
218,06065,271910,9363,8332
219,06067,86388,3372,3335
220,06069,5401,263,277
221,06071,274429,8128,6702
222,06073,238042,9551,8872
223,06075,31427,1477,1613
224,06077,61901,2073,1889
225,06079,17605,997,912
226,06081,35466,1678,1507
227,06083,28567,1533,1433
228,06085,101964,4611,4417
229,06087,13383,690,688
230,06089,10333,387,372
231,06091,95,8,8
232,06093,1532,44,41
233,06095,27706,1186,1095
