,County,186,199,206,213,220,227,234,241
0,01001,909,,,,,,,NaN
1,01003,2665,,,,,,,NaN
2,01005,523,,,,,,,NaN
3,01007,317,,,,,,,NaN
4,01009,578,,,,,,,NaN
5,01011,408,,,,,,,NaN
6,01013,714,,,,,,,NaN
7,01015,1076,,,,,,,NaN
8,01017,776,,,,,,,NaN
9,01019,194,,,,,,,NaN
10,01021,580,,,,,,,NaN
11,01023,258,,,,,,,NaN
12,01025,432,,,,,,,NaN
13,01027,166,,,,,,,NaN
14,01029,95,,,,,,,NaN
15,01031,633,,,,,,,NaN
16,01033,875,,,,,,,NaN
17,01035,333,,,,,,,NaN
18,01037,86,,,,,,,NaN
19,01039,633,,,,,,,NaN
20,01041,226,,,,,,,NaN
21,01043,946,,,,,,,NaN
22,01045,676,,,,,,,NaN
23,01047,1186,,,,,,,NaN
24,01049,1490,,,,,,,NaN
25,01051,1437,,,,,,,NaN
26,01053,812,,,,,,,NaN
27,01055,1643,,,,,,,NaN
28,01057,138,,,,,,,NaN
29,01059,1078,,,,,,,NaN
30,01061,186,,,,,,,NaN
31,01063,232,,,,,,,NaN
32,01065,425,,,,,,,NaN
33,01067,213,,,,,,,NaN
34,01069,1074,,,,,,,NaN
35,01071,648,,,,,,,NaN
36,01073,10258,,,,,,,NaN
37,01075,161,,,,,,,NaN
38,01077,893,,,,,,,NaN
39,01079,244,,,,,,,NaN
40,01081,2243,,,,,,,NaN
41,01083,1006,,,,,,,NaN
42,01085,531,,,,,,,NaN
43,01087,286,,,,,,,NaN
44,01089,4241,,,,,,,NaN
45,01091,478,,,,,,,NaN
46,01093,473,,,,,,,NaN
47,01095,2661,,,,,,,NaN
48,01097,7193,,,,,,,NaN
49,01099,361,,,,,,,NaN
50,01101,5642,,,,,,,NaN
51,01103,1933,,,,,,,NaN
52,01105,382,,,,,,,NaN
53,01107,332,,,,,,,NaN
54,01109,596,,,,,,,NaN
55,01111,359,,,,,,,NaN
56,01113,1047,,,,,,,NaN
57,01115,979,,,,,,,NaN
58,01117,2638,,,,,,,NaN
59,01119,339,,,,,,,NaN
60,01121,717,,,,,,,NaN
61,01123,761,,,,,,,NaN
62,01125,3536,,,,,,,NaN
63,01127,1364,,,,,,,NaN
64,01129,272,,,,,,,NaN
65,01131,384,,,,,,,NaN
66,01133,380,,,,,,,NaN
67,02013,3,,,,,,,NaN
68,02016,86,,,,,,,NaN
69,02020,1470,,,,,,,NaN
70,02050,20,,,,,,,NaN
71,02060,0,,,,,,,NaN
72,02068,4,,,,,,,NaN
73,02070,22,,,,,,,NaN
74,02090,402,,,,,,,NaN
75,02100,8,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,114,,,,,,,NaN
78,02122,392,,,,,,,NaN
79,02130,45,,,,,,,NaN
80,02150,14,,,,,,,NaN
81,02158,3,,,,,,,NaN
82,02164,67,,,,,,,NaN
83,02170,235,,,,,,,NaN
84,02180,20,,,,,,,NaN
85,02185,9,,,,,,,NaN
86,02188,14,,,,,,,NaN
87,02195,10,,,,,,,NaN
88,02198,4,,,,,,,NaN
89,02220,28,,,,,,,NaN
90,02230,0,,,,,,,NaN
91,02240,25,,,,,,,NaN
92,02261,80,,,,,,,NaN
93,02275,11,,,,,,,NaN
94,02282,5,,,,,,,NaN
95,02290,43,,,,,,,NaN
96,04001,2920,,,,,,,NaN
97,04003,1388,,,,,,,NaN
98,04005,2858,,,,,,,NaN
99,04007,714,,,,,,,NaN
100,04009,366,,,,,,,NaN
101,04011,48,,,,,,,NaN
102,04012,463,,,,,,,NaN
103,04013,108677,,,,,,,NaN
104,04015,2698,,,,,,,NaN
105,04017,5078,,,,,,,NaN
106,04019,14963,,,,,,,NaN
107,04021,7468,,,,,,,NaN
108,04023,2517,,,,,,,NaN
109,04025,1567,,,,,,,NaN
110,04027,10289,,,,,,,NaN
111,05001,168,,,,,,,NaN
112,05003,180,,,,,,,NaN
113,05005,55,,,,,,,NaN
114,05007,4209,,,,,,,NaN
115,05009,108,,,,,,,NaN
116,05011,114,,,,,,,NaN
117,05013,10,,,,,,,NaN
118,05015,322,,,,,,,NaN
119,05017,306,,,,,,,NaN
120,05019,132,,,,,,,NaN
121,05021,104,,,,,,,NaN
122,05023,174,,,,,,,NaN
123,05025,57,,,,,,,NaN
124,05027,166,,,,,,,NaN
125,05029,122,,,,,,,NaN
126,05031,945,,,,,,,NaN
127,05033,447,,,,,,,NaN
128,05035,1090,,,,,,,NaN
129,05037,150,,,,,,,NaN
130,05039,32,,,,,,,NaN
131,05041,128,,,,,,,NaN
132,05043,139,,,,,,,NaN
133,05045,1063,,,,,,,NaN
134,05047,78,,,,,,,NaN
135,05049,23,,,,,,,NaN
136,05051,652,,,,,,,NaN
137,05053,113,,,,,,,NaN
138,05055,228,,,,,,,NaN
139,05057,167,,,,,,,NaN
140,05059,1397,,,,,,,NaN
141,05061,236,,,,,,,NaN
142,05063,210,,,,,,,NaN
143,05065,34,,,,,,,NaN
144,05067,52,,,,,,,NaN
145,05069,1171,,,,,,,NaN
146,05071,574,,,,,,,NaN
147,05073,46,,,,,,,NaN
148,05075,157,,,,,,,NaN
149,05077,876,,,,,,,NaN
150,05079,1148,,,,,,,NaN
151,05081,80,,,,,,,NaN
152,05083,122,,,,,,,NaN
153,05085,345,,,,,,,NaN
154,05087,245,,,,,,,NaN
155,05089,18,,,,,,,NaN
156,05091,416,,,,,,,NaN
157,05093,539,,,,,,,NaN
158,05095,43,,,,,,,NaN
159,05097,19,,,,,,,NaN
160,05099,124,,,,,,,NaN
161,05101,84,,,,,,,NaN
162,05103,64,,,,,,,NaN
163,05105,42,,,,,,,NaN
164,05107,250,,,,,,,NaN
165,05109,57,,,,,,,NaN
166,05111,119,,,,,,,NaN
167,05113,120,,,,,,,NaN
168,05115,1045,,,,,,,NaN
169,05117,56,,,,,,,NaN
170,05119,4346,,,,,,,NaN
171,05121,137,,,,,,,NaN
172,05123,1067,,,,,,,NaN
173,05125,741,,,,,,,NaN
174,05127,31,,,,,,,NaN
175,05129,22,,,,,,,NaN
176,05131,1402,,,,,,,NaN
177,05133,900,,,,,,,NaN
178,05135,92,,,,,,,NaN
179,05137,43,,,,,,,NaN
180,05139,369,,,,,,,NaN
181,05141,43,,,,,,,NaN
182,05143,5662,,,,,,,NaN
183,05145,220,,,,,,,NaN
184,05147,17,,,,,,,NaN
185,05149,960,,,,,,,NaN
186,06001,10330,,,,,,,NaN
187,06003,2,,,,,,,NaN
188,06005,76,,,,,,,NaN
189,06007,758,,,,,,,NaN
190,06009,99,,,,,,,NaN
191,06011,263,,,,,,,NaN
192,06013,6933,,,,,,,NaN
193,06015,87,,,,,,,NaN
194,06017,513,,,,,,,NaN
195,06019,12564,,,,,,,NaN
196,06021,265,,,,,,,NaN
197,06023,205,,,,,,,NaN
198,06025,9067,,,,,,,NaN
199,06027,40,,,,,,,NaN
200,06029,14651,,,,,,,NaN
201,06031,3813,,,,,,,NaN
202,06033,168,,,,,,,NaN
203,06035,555,,,,,,,NaN
204,06037,174017,,,,,,,NaN
205,06039,1630,,,,,,,NaN
206,06041,4624,,,,,,,NaN
207,06043,46,,,,,,,NaN
208,06045,257,,,,,,,NaN
209,06047,3245,,,,,,,NaN
210,06049,0,,,,,,,NaN
211,06051,112,,,,,,,NaN
212,06053,4002,,,,,,,NaN
213,06055,737,,,,,,,NaN
214,06057,255,,,,,,,NaN
215,06059,34373,,,,,,,NaN
216,06061,1605,,,,,,,NaN
217,06063,28,,,,,,,NaN
218,06065,33467,,,,,,,NaN
219,06067,8903,,,,,,,NaN
220,06069,536,,,,,,,NaN
221,06071,27992,,,,,,,NaN
222,06073,26701,,,,,,,NaN
223,06075,5932,,,,,,,NaN
224,06077,10126,,,,,,,NaN
225,06079,1500,,,,,,,NaN
226,06081,5022,,,,,,,NaN
227,06083,5576,,,,,,,NaN
228,06085,9041,,,,,,,NaN
229,06087,907,,,,,,,NaN
230,06089,291,,,,,,,NaN
231,06091,1,,,,,,,NaN
232,06093,61,,,,,,,NaN
233,06095,3129,,,,,,,NaN
234,06097,2599,,,,,,,NaN
235,06099,7861,,,,,,,NaN
236,06101,637,,,,,,,NaN
237,06103,189,,,,,,,NaN
238,06105,3,,,,,,,NaN
239,06107,8210,,,,,,,NaN
240,06109,126,,,,,,,NaN
241,06111,6392,,,,,,,NaN
242,06113,1394,,,,,,,NaN
243,06115,372,,,,,,,NaN
244,08001,5587,,,,,,,NaN
245,08003,219,,,,,,,NaN
246,08005,6541,,,,,,,NaN
247,08007,27,,,,,,,NaN
248,08009,14,,,,,,,NaN
249,08011,5,,,,,,,NaN
250,08013,1772,,,,,,,NaN
251,08014,382,,,,,,,NaN
252,08015,277,,,,,,,NaN
253,08017,8,,,,,,,NaN
254,08019,26,,,,,,,NaN
255,08021,21,,,,,,,NaN
256,08023,22,,,,,,,NaN
257,08025,72,,,,,,,NaN
258,08027,10,,,,,,,NaN
259,08029,97,,,,,,,NaN
260,08031,9205,,,,,,,NaN
261,08033,1,,,,,,,NaN
262,08035,1519,,,,,,,NaN
263,08037,964,,,,,,,NaN
264,08039,77,,,,,,,NaN
265,08041,4128,,,,,,,NaN
266,08043,91,,,,,,,NaN
267,08045,624,,,,,,,NaN
268,08047,13,,,,,,,NaN
269,08049,39,,,,,,,NaN
270,08051,219,,,,,,,NaN
271,08053,3,,,,,,,NaN
272,08055,6,,,,,,,NaN
273,08057,8,,,,,,,NaN
274,08059,3654,,,,,,,NaN
275,08061,0,,,,,,,NaN
276,08063,42,,,,,,,NaN
277,08065,61,,,,,,,NaN
278,08067,187,,,,,,,NaN
279,08069,1255,,,,,,,NaN
280,08071,13,,,,,,,NaN
281,08073,6,,,,,,,NaN
282,08075,645,,,,,,,NaN
283,08077,231,,,,,,,NaN
284,08079,18,,,,,,,NaN
285,08081,23,,,,,,,NaN
286,08083,101,,,,,,,NaN
287,08085,262,,,,,,,NaN
288,08087,672,,,,,,,NaN
289,08089,38,,,,,,,NaN
290,08091,12,,,,,,,NaN
291,08093,40,,,,,,,NaN
292,08095,19,,,,,,,NaN
293,08097,153,,,,,,,NaN
294,08099,46,,,,,,,NaN
295,08101,559,,,,,,,NaN
296,08103,6,,,,,,,NaN
297,08105,87,,,,,,,NaN
298,08107,94,,,,,,,NaN
299,08109,107,,,,,,,NaN
300,08111,2,,,,,,,NaN
301,08113,73,,,,,,,NaN
302,08115,11,,,,,,,NaN
303,08117,316,,,,,,,NaN
304,08119,97,,,,,,,NaN
305,08121,46,,,,,,,NaN
306,08123,3408,,,,,,,NaN
307,08125,57,,,,,,,NaN
308,09001,17421,,,,,,,NaN
309,09003,12340,,,,,,,NaN
310,09005,1560,,,,,,,NaN
311,09007,1365,,,,,,,NaN
312,09009,12884,,,,,,,NaN
313,09011,1362,,,,,,,NaN
314,09013,964,,,,,,,NaN
315,09015,658,,,,,,,NaN
316,10001,2117,115,108,99,89,79,70,61
317,10003,6480,422,433,438,434,420,401,373
318,10005,5506,221,210,192,170,147,124,103
319,11001,NaN,687,763,814,839,829,788,722
320,12001,3144,504,464,408,345,283,225,175
321,12003,300,61,55,48,39,32,25,19
322,12005,2972,1145,851,520,279,139,67,32
323,12007,233,45,41,37,32,27,22,18
324,12009,4966,772,714,642,564,485,410,341
325,12011,49350,6372,4151,2507,1434,798,436,236
326,12013,254,13,7,4,2,1,1,0
327,12015,1683,243,219,192,164,138,114,93
328,12017,1083,376,391,381,346,295,238,185
329,12019,2538,362,292,225,171,127,93,68
330,12021,8795,676,463,306,197,124,79,49
331,12023,2122,350,107,29,7,2,1,0
332,12027,1172,47,28,15,8,5,3,1
333,12029,230,32,23,16,10,7,5,3
334,12031,19753,1908,1336,897,587,378,241,152
335,12033,7018,821,554,352,216,130,78,45
336,12035,801,187,192,188,178,161,142,120
337,12037,88,5,1,1,0,1,0,0
338,12039,1188,281,141,59,22,9,3,1
339,12041,308,58,41,26,17,11,6,4
340,12043,385,98,27,6,1,0,0,0
341,12045,241,74,49,28,15,8,4,2
342,12047,557,25,13,6,3,2,0,0
343,12049,781,70,51,33,21,12,7,4
344,12051,1512,84,50,27,15,7,4,2
345,12053,1454,306,293,271,242,210,178,147
346,12055,1039,536,564,492,365,238,143,81
347,12057,27077,2323,1725,1242,873,606,415,283
348,12059,375,79,64,44,28,17,10,6
349,12061,1974,450,421,367,298,229,170,121
350,12063,1266,346,113,30,6,2,1,0
351,12065,174,156,119,57,21,8,2,1
352,12067,83,10,9,8,6,5,4,3
353,12069,4090,874,827,738,623,501,389,293
354,12071,14415,1159,810,549,364,239,156,101
355,12073,3760,622,530,432,339,258,193,141
356,12075,462,85,71,58,45,34,25,19
357,12077,335,13,6,3,2,0,1,0
358,12079,526,38,21,12,7,3,2,1
359,12081,7859,1042,788,562,382,254,165,106
360,12083,3426,813,705,586,470,364,276,205
361,12085,3420,254,204,159,120,88,64,46
362,12086,104755,6862,2532,864,282,92,30,10
363,12087,1126,269,214,158,107,71,45,28
364,12089,941,139,108,81,60,43,31,23
365,12091,2368,240,163,109,73,47,32,21
366,12093,812,227,185,126,74,40,20,11
