,County,473,479,486,493,500,507,514,521,528
0,01001,NaN,10,4,1,1,0,0,1,0
1,01003,NaN,176,203,235,270,311,356,407,463
2,01005,NaN,4,2,1,1,0,0,1,0
3,01007,NaN,8,7,4,4,2,2,2,1
4,01009,NaN,39,37,35,33,31,29,27,25
5,01011,NaN,2,1,0,1,0,0,0,0
6,01013,NaN,5,4,4,2,2,1,1,1
7,01015,NaN,51,54,55,56,58,60,61,63
8,01017,NaN,17,19,20,22,25,26,28,32
9,01019,NaN,10,14,19,25,34,45,61,80
10,01021,NaN,51,49,46,45,42,41,38,37
11,01023,NaN,5,4,3,3,2,2,2,1
12,01025,NaN,5,3,2,1,1,0,0,1
13,01027,NaN,32,43,55,71,91,114,141,170
14,01029,NaN,6,5,4,4,3,3,3,3
15,01031,NaN,26,23,21,20,18,17,15,14
16,01033,NaN,15,12,9,8,5,5,4,3
17,01035,NaN,6,9,16,25,40,65,102,158
18,01037,NaN,4,1,1,0,0,0,0,0
19,01039,NaN,8,7,4,4,2,2,2,1
20,01041,NaN,6,6,4,4,4,2,3,2
21,01043,NaN,58,58,60,61,61,62,63,63
22,01045,NaN,29,36,44,56,68,85,104,127
23,01047,NaN,27,50,90,165,295,516,869,1371
24,01049,NaN,24,25,26,26,28,29,30,31
25,01051,NaN,112,349,1067,3054,7357,11905,10236,4762
26,01053,NaN,7,6,4,3,2,2,1,1
27,01055,NaN,54,60,65,71,78,85,92,101
28,01057,NaN,3,2,1,1,0,0,0,1
29,01059,NaN,24,31,40,50,63,80,101,127
30,01061,NaN,42,91,200,425,881,1697,2863,3869
31,01063,NaN,1,1,0,0,0,1,0,0
32,01065,NaN,16,18,17,19,20,20,22,22
33,01067,NaN,8,17,34,69,142,281,544,983
34,01069,NaN,71,87,105,127,154,185,223,267
35,01071,NaN,18,19,19,20,20,21,22,22
36,01073,NaN,316,313,310,305,302,297,294,288
37,01075,NaN,21,33,53,83,130,197,288,400
38,01077,NaN,37,30,24,20,16,12,10,9
39,01079,NaN,7,5,4,4,2,1,2,1
40,01081,NaN,73,69,65,61,57,54,50,48
41,01083,NaN,34,33,31,30,28,26,26,24
42,01085,NaN,2,1,0,1,0,0,0,0
43,01087,NaN,2,1,0,0,0,0,0,0
44,01089,NaN,215,210,207,202,198,194,189,185
45,01091,NaN,33,119,425,1397,3619,5281,3321,1074
46,01093,NaN,33,60,105,184,318,531,843,1238
47,01095,NaN,62,56,50,44,40,36,32,28
48,01097,NaN,84,40,17,8,3,2,1,0
49,01099,NaN,15,16,16,17,17,18,18,18
50,01101,NaN,88,81,75,69,64,59,54,50
51,01103,NaN,63,75,89,107,128,153,182,216
52,01105,NaN,0,0,0,0,0,0,0,0
53,01107,NaN,14,30,69,150,327,685,1332,2245
54,01109,NaN,19,22,24,27,30,34,37,41
55,01111,NaN,7,8,8,8,10,10,11,11
56,01113,NaN,31,28,26,25,22,21,20,17
57,01115,NaN,93,126,166,221,291,381,493,633
58,01117,NaN,91,105,119,136,153,174,197,223
59,01119,NaN,5,6,6,7,8,9,9,11
60,01121,NaN,64,83,108,139,178,229,291,368
61,01123,NaN,35,33,32,30,29,27,26,25
62,01125,NaN,134,141,149,157,165,173,181,189
63,01127,NaN,26,23,21,19,18,16,14,13
64,01129,NaN,3,3,2,2,2,1,1,1
65,01131,NaN,5,4,4,4,3,3,2,2
66,01133,NaN,15,34,74,165,353,718,1318,1998
67,02013,NaN,0,0,0,0,0,0,0,0
68,02016,NaN,4,3,2,2,1,2,0,1
69,02020,NaN,160,115,84,61,44,32,23,17
70,02050,NaN,6,4,4,3,2,3,1,2
