,State,383,388,395,402,409
0,Washington,4451,146,128,110,107
1,Illinois,21779,598,497,439,396
2,California,44494,NaN,NaN,NaN,NaN
3,Arizona,14055,850,683,485,424
4,Massachusetts,15054,538,484,423,391
5,Wisconsin,6614,156,132,115,107
6,Texas,39482,NaN,NaN,NaN,NaN
7,Nebraska,1968,62,41,32,32
8,Utah,1738,60,52,43,37
9,Oregon,2024,71,66,61,58
10,Florida,27815,NaN,NaN,NaN,NaN
11,New York,44969,2003,1864,1501,1315
12,Rhode Island,2236,74,69,58,54
13,Georgia,15130,700,606,477,429
14,New Hampshire,1106,71,51,40,34
15,North Carolina,9991,NaN,NaN,NaN,NaN
16,New Jersey,22011,787,780,643,591
17,Colorado,5733,158,144,135,133
18,Maryland,7372,249,228,184,157
19,Nevada,4522,152,125,103,90
20,Tennessee,10566,NaN,NaN,NaN,NaN
21,Hawaii,417,13,13,10,9
22,Indiana,11875,362,300,259,233
23,Kentucky,4091,205,172,160,149
24,Minnesota,6370,131,116,111,109
25,Oklahoma,3817,173,156,145,150
26,Pennsylvania,22443,NaN,NaN,NaN,NaN
27,South Carolina,7690,512,431,389,373
28,District of Columbia,956,34,35,29,34
29,Kansas,4167,160,124,108,97
30,Missouri,7452,189,178,143,132
31,Vermont,183,NaN,NaN,NaN,NaN
32,Virginia,6820,NaN,NaN,NaN,NaN
33,Connecticut,7282,268,243,209,192
34,Iowa,5110,127,109,93,85
35,Louisiana,9142,253,265,232,186
36,Ohio,11695,386,351,301,265
37,Michigan,15863,NaN,NaN,NaN,NaN
38,South Dakota,1809,29,19,18,14
39,Arkansas,5106,NaN,NaN,NaN,NaN
40,Delaware,1208,47,41,31,28
41,Mississippi,6270,237,222,153,133
42,New Mexico,3412,NaN,NaN,NaN,NaN
43,North Dakota,1454,18,16,13,12
44,Wyoming,624,18,14,12,13
45,Alaska,279,8,6,6,6
46,Maine,636,52,40,31,30
47,Alabama,8523,NaN,NaN,NaN,NaN
48,Idaho,1776,45,38,30,29
49,Montana,1314,NaN,NaN,NaN,NaN
50,Puerto Rico,1888,NaN,NaN,NaN,NaN
51,Virgin Islands,24,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2131,116,99,70,66
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
