,County,740,745,752,759,766
0,01001,14742,610,464,344,258
1,01003,52649,,,,NaN
2,01005,5263,,,,NaN
3,01007,6107,382,232,139,85
4,01009,14056,828,642,469,340
5,01011,2234,,,,NaN
6,01013,4784,235,162,109,73
7,01015,30046,1873,1406,991,685
8,01017,8181,,,,NaN
9,01019,4822,435,310,225,153
10,01021,9977,633,421,277,187
11,01023,1778,183,120,76,47
12,01025,6756,,,,NaN
13,01027,3902,,,,NaN
14,01029,3382,,,,NaN
15,01031,12807,,,,NaN
16,01033,15233,1252,538,237,111
17,01035,2757,,,,NaN
18,01037,2761,,,,NaN
19,01039,8910,,,,NaN
20,01041,3620,167,106,68,45
21,01043,23013,,,,NaN
22,01045,11828,,,,NaN
23,01047,7813,471,299,191,129
24,01049,17619,,,,NaN
25,01051,22052,1057,710,473,316
26,01053,9596,,,,NaN
27,01055,27123,1931,1447,1034,737
28,01057,4380,286,181,120,82
29,01059,9144,783,445,246,138
30,01061,5842,318,247,209,181
31,01063,1731,,,,NaN
32,01065,4383,251,143,79,47
33,01067,4220,235,176,124,84
34,01069,23684,1484,1194,908,687
35,01071,13988,1050,730,502,347
36,01073,175014,9812,5573,3060,1738
37,01075,3412,218,127,78,50
38,01077,22518,1806,1091,635,383
39,01079,7088,621,400,248,151
40,01081,36183,,,,NaN
41,01083,23342,1639,1072,652,394
42,01085,2516,,,,NaN
43,01087,3667,,,,NaN
44,01089,82478,6162,4178,2634,1622
45,01091,4532,313,249,179,134
46,01093,7552,515,279,166,99
47,01095,25848,1871,1287,868,565
48,01097,107243,,,,NaN
49,01099,5010,323,177,101,58
50,01101,52396,2257,1584,1071,733
51,01103,33760,2343,1136,546,265
52,01105,1953,,,,NaN
53,01107,4857,360,207,117,69
54,01109,7057,,,,NaN
55,01111,4837,,,,NaN
56,01113,9483,,,,NaN
57,01115,23910,1371,778,429,244
58,01117,56338,3371,2077,1232,763
59,01119,2271,,,,NaN
60,01121,20841,,,,NaN
61,01123,10835,,,,NaN
62,01125,51690,4036,2705,1712,1118
63,01127,17395,,,,NaN
64,01129,3447,,,,NaN
65,01131,2682,,,,NaN
66,01133,6919,,,,NaN
67,02013,860,,,,NaN
68,02016,1579,,,,NaN
69,02020,93006,,,,NaN
70,02050,8091,,,,NaN
71,02060,0,,,,NaN
72,02068,353,,,,NaN
73,02070,1267,,,,NaN
74,02090,24559,,,,NaN
75,02100,407,,,,NaN
76,02105,0,,,,NaN
77,02110,7113,,,,NaN
78,02122,15200,,,,NaN
79,02130,3347,,,,NaN
80,02150,4350,,,,NaN
81,02158,3217,,,,NaN
82,02164,746,,,,NaN
83,02170,31168,,,,NaN
84,02180,3899,,,,NaN
85,02185,3663,,,,NaN
86,02188,3377,,,,NaN
87,02195,626,,,,NaN
88,02198,1075,,,,NaN
89,02220,1970,,,,NaN
90,02230,111,,,,NaN
91,02240,1749,,,,NaN
92,02261,0,,,,NaN
93,02275,427,,,,NaN
94,02282,434,,,,NaN
95,02290,1117,,,,NaN
96,04001,20499,,,,NaN
97,04003,28140,1486,744,397,218
98,04005,40683,2536,1528,852,427
99,04007,15606,605,313,163,90
100,04009,11112,517,335,221,143
101,04011,2068,,,,NaN
102,04012,4794,262,175,123,85
103,04013,1183959,52557,26507,14256,8017
104,04015,53318,2856,1474,813,458
105,04017,35330,1370,605,269,131
106,04019,234028,12960,8276,5439,3587
107,04021,121256,5493,2604,1343,723
108,04023,15699,841,351,155,73
109,04025,44894,1742,1221,919,636
110,04027,59258,4128,2911,2139,1551
111,05001,5382,257,111,47,24
112,05003,4732,279,177,110,75
113,05005,8154,503,493,436,401
114,05007,62679,3592,2460,1599,1173
115,05009,8892,512,419,306,245
116,05011,2845,,,,NaN
117,05013,836,,,,NaN
118,05015,5744,351,336,286,261
119,05017,2657,,,,NaN
120,05019,4896,229,148,95,74
121,05021,3810,247,160,99,67
122,05023,5987,334,173,88,53
123,05025,2158,,,,NaN
124,05027,4908,,,,NaN
125,05029,5118,328,189,103,62
126,05031,34632,1288,570,237,112
127,05033,15042,988,703,491,369
128,05035,13265,456,242,122,73
129,05037,4463,247,126,62,36
130,05039,1630,,,,NaN
131,05041,2886,,,,NaN
132,05043,4361,313,222,140,101
133,05045,32965,,,,NaN
134,05047,3625,203,172,142,121
135,05049,2550,,,,NaN
136,05051,21014,1064,963,839,790
137,05053,4104,,,,NaN
138,05055,14964,684,328,154,80
139,05057,4231,243,174,124,102
140,05059,10378,571,401,266,198
141,05061,3585,126,71,40,27
142,05063,9804,524,296,161,100
143,05065,3683,,,,NaN
144,05067,5649,252,208,159,134
145,05069,17840,941,584,348,249
146,05071,6274,454,347,262,208
147,05073,1206,,,,NaN
148,05075,4730,,,,NaN
149,05077,2790,,,,NaN
150,05079,4717,,,,NaN
151,05081,3049,,,,NaN
152,05083,4754,267,231,192,167
153,05085,18705,,,,NaN
154,05087,3661,210,147,98,69
155,05089,3106,,,,NaN
156,05091,8760,,,,NaN
157,05093,12485,485,266,139,82
158,05095,1844,,,,NaN
159,05097,1426,,,,NaN
160,05099,2030,,,,NaN
161,05101,1651,,,,NaN
162,05103,5068,246,166,108,87
163,05105,2334,,,,NaN
164,05107,4582,,,,NaN
165,05109,2374,,,,NaN
166,05111,7403,274,138,65,37
167,05113,3830,,,,NaN
168,05115,17363,1092,723,463,316
169,05117,1851,,,,NaN
170,05119,97075,,,,NaN
171,05121,4562,198,142,100,74
172,05123,6813,,,,NaN
173,05125,29035,1668,996,577,376
174,05127,2137,,,,NaN
175,05129,1914,,,,NaN
176,05131,31219,1690,1221,863,656
177,05133,5451,282,162,92,59
178,05135,4198,218,140,89,61
179,05137,2626,,,,NaN
180,05139,8700,474,325,215,151
181,05141,3249,177,144,106,84
182,05143,64034,3923,2711,1746,1221
183,05145,19978,1227,746,430,282
184,05147,1590,,,,NaN
185,05149,6453,,,,NaN
186,06001,245562,21486,14295,9561,6114
187,06003,124,,,,NaN
188,06005,8136,477,408,338,256
189,06007,36115,2201,1688,1296,920
190,06009,6944,,,,NaN
191,06011,4102,,,,NaN
192,06013,184046,14516,9941,6871,4508
193,06015,5014,259,206,184,134
194,06017,27397,1749,1432,1159,859
195,06019,228078,14211,9792,6665,4286
196,06021,6008,330,257,206,154
197,06023,17674,1253,840,591,394
198,06025,58547,2164,1008,455,211
199,06027,4226,,,,NaN
200,06029,214959,12277,8672,6027,4030
201,06031,49822,2322,1286,716,383
202,06033,9971,652,584,519,414
203,06035,9801,491,450,391,304
204,06037,2659414,126404,54431,23531,10194
205,06039,38243,2209,1434,945,589
206,06041,33987,3081,2329,1777,1274
207,06043,2663,,,,NaN
208,06045,13983,1015,672,461,299
209,06047,63705,3784,2442,1636,1053
210,06049,891,,,,NaN
211,06051,3004,,,,NaN
212,06053,81768,6285,5221,4200,3202
213,06055,23216,1888,1215,811,522
214,06057,15784,1102,816,591,389
215,06059,553030,34880,23039,15367,10419
216,06061,64525,4145,3011,2166,1447
217,06063,2779,,,,NaN
218,06065,581259,32889,19830,12059,7676
219,06067,278389,19392,12116,7752,4820
220,06069,12489,658,412,261,169
221,06071,555778,30477,19084,11766,7319
222,06073,730189,39462,17061,7505,3526
223,06075,122386,10243,6570,4232,2593
224,06077,164893,10187,6413,4051,2469
225,06079,50919,3407,2479,1712,1154
226,06081,117061,9634,5904,3687,2240
227,06083,83114,5487,3421,2074,1264
228,06085,295751,23135,15357,10083,6610
229,06087,43526,3408,2107,1297,804
230,06089,33465,1562,1371,1147,827
231,06091,299,,,,NaN
232,06093,6362,430,295,235,159
233,06095,76567,5601,4031,2953,2044
234,06097,77962,6576,4617,3265,2179
235,06099,123994,6449,4302,2936,1964
236,06101,20481,1156,758,511,335
237,06103,13459,665,505,383,269
238,06105,1341,,,,NaN
239,06107,120362,6975,4325,2531,1407
240,06109,11662,,,,NaN
241,06111,171335,10246,6540,4086,2461
242,06113,35828,2342,1669,1175,786
243,06115,15611,1024,580,348,203
244,08001,124340,3949,2207,1196,684
245,08003,4089,,,,NaN
246,08005,141505,4841,2615,1371,759
247,08007,2721,,,,NaN
248,08009,703,,,,NaN
249,08011,2177,,,,NaN
250,08013,57561,3341,2138,1308,803
251,08014,12346,,,,NaN
252,08015,4013,,,,NaN
253,08017,295,,,,NaN
254,08019,1442,,,,NaN
255,08021,1572,,,,NaN
256,08023,591,,,,NaN
257,08025,2879,,,,NaN
258,08027,593,,,,NaN
259,08029,5487,,,,NaN
260,08031,158633,5880,3503,1982,1156
261,08033,332,,,,NaN
262,08035,72309,2896,1570,830,464
263,08037,15077,299,127,52,23
264,08039,4453,225,171,124,90
265,08041,170043,7061,3748,1955,1098
266,08043,13146,481,306,192,128
267,08045,13442,585,344,194,108
268,08047,886,,,,NaN
269,08049,3302,113,80,53,37
270,08051,3081,,,,NaN
271,08053,117,,,,NaN
272,08055,1298,,,,NaN
273,08057,146,,,,NaN
274,08059,112949,4946,3128,1882,1158
275,08061,313,,,,NaN
276,08063,1489,,,,NaN
277,08065,1718,,,,NaN
278,08067,11648,,,,NaN
279,08069,69144,3624,2351,1440,902
280,08071,3145,,,,NaN
281,08073,1869,,,,NaN
282,08075,6377,268,228,187,159
283,08077,38522,,,,NaN
284,08079,214,,,,NaN
285,08081,2728,,,,NaN
286,08083,5458,236,151,95,55
287,08085,8457,320,234,167,117
288,08087,5229,263,230,189,155
289,08089,3968,165,130,100,75
290,08091,804,,,,NaN
291,08093,2634,,,,NaN
292,08095,794,,,,NaN
293,08097,5939,,,,NaN
294,08099,2409,,,,NaN
295,08101,41721,1870,1013,545,320
296,08103,1452,,,,NaN
297,08105,2499,,,,NaN
298,08107,5947,174,90,44,23
299,08109,1035,,,,NaN
300,08111,190,,,,NaN
301,08113,2108,,,,NaN
302,08115,432,,,,NaN
303,08117,9293,142,42,13,4
304,08119,4516,194,150,112,85
305,08121,923,,,,NaN
306,08123,76680,3237,1822,991,563
307,08125,1737,,,,NaN
308,09001,193175,8239,6855,4790,3209
309,09003,169521,8580,7540,5833,4001
310,09005,29959,1598,1574,1346,1013
311,09007,25960,1796,1797,1581,1206
312,09009,183151,8817,7014,4794,3050
313,09011,51160,2985,2195,1472,898
314,09013,19288,1103,1224,1221,1038
315,09015,24498,1306,979,657,397
316,10001,47695,1852,836,355,153
317,10003,140842,5397,3154,1678,870
318,10005,58688,2699,1659,911,489
319,11001,NaN,4184,2519,1399,774
320,12001,62437,3931,2476,1547,1018
321,12003,7961,517,412,318,239
322,12005,43157,2221,1724,1294,1012
323,12007,6881,375,301,237,193
324,12009,123224,,,,NaN
325,12011,576314,15896,6653,2806,1325
326,12013,3827,,,,NaN
327,12015,32287,,,,NaN
328,12017,26899,1471,1336,1220,1093
329,12019,48993,2952,2094,1465,1050
330,12021,79981,3856,3239,2601,2084
331,12023,19571,982,724,538,414
332,12027,8717,,,,NaN
333,12029,3662,,,,NaN
334,12031,237586,12410,8360,5308,3489
335,12033,76642,,,,NaN
336,12035,20744,,,,NaN
337,12037,2896,,,,NaN
338,12039,12497,515,341,219,148
339,12041,4070,202,160,132,111
340,12043,1875,,,,NaN
341,12045,3947,219,166,126,101
342,12047,3611,,,,NaN
343,12049,8112,359,221,131,82
344,12051,11150,521,334,213,138
345,12053,38783,1954,1404,1037,794
346,12055,21937,,,,NaN
347,12057,348006,14897,10043,6702,4589
348,12059,5110,292,212,154,115
349,12061,30305,,,,NaN
350,12063,13638,699,447,311,228
351,12065,3619,,,,NaN
352,12067,2580,,,,NaN
353,12069,78614,3981,2898,2035,1454
354,12071,178109,,,,NaN
355,12073,79082,4044,2391,1377,815
356,12075,9404,482,326,230,173
357,12077,2379,,,,NaN
358,12079,5344,263,142,81,50
359,12081,88831,4184,3421,2716,2156
360,12083,77134,,,,NaN
361,12085,29796,,,,NaN
362,12086,1128410,20309,4747,1120,327
363,12087,17498,657,351,188,112
364,12089,20703,1185,970,724,544
365,12091,47906,,,,NaN
366,12093,10157,,,,NaN
367,12095,353301,,,,NaN
368,12097,107846,3970,1994,1033,570
369,12099,350714,12619,7664,4502,2792
370,12101,112751,5312,3469,2362,1677
371,12103,194154,9551,6836,5041,3805
372,12105,186917,7927,4623,2729,1689
373,12107,16401,,,,NaN
374,12109,57696,3086,2407,1772,1304
375,12111,69538,,,,NaN
376,12113,44459,,,,NaN
377,12115,82394,,,,NaN
378,12117,96666,,,,NaN
379,12119,19603,1124,1139,1123,1101
380,12121,11940,596,457,360,297
381,12123,6366,310,197,136,96
382,12125,4023,,,,NaN
383,12127,108348,,,,NaN
384,12129,9046,483,314,202,132
385,12131,16414,730,598,500,425
386,12133,6282,349,240,169,125
387,13001,4524,,,,NaN
388,13003,1967,,,,NaN
389,13005,3306,,,,NaN
390,13007,518,,,,NaN
391,13009,9102,451,370,297,236
392,13011,3689,177,163,143,117
393,13013,21109,790,526,343,231
394,13015,27669,,,,NaN
395,13017,4014,,,,NaN
396,13019,4740,,,,NaN
397,13021,35160,1482,1137,845,634
398,13023,3223,,,,NaN
399,13025,3791,206,188,160,136
400,13027,3262,192,143,108,79
401,13029,8508,,,,NaN
402,13031,14798,,,,NaN
403,13033,5013,316,245,186,139
404,13035,6247,186,130,94,70
405,13037,1258,,,,NaN
406,13039,10339,611,574,500,414
407,13043,1961,,,,NaN
408,13045,22868,,,,NaN
409,13047,13284,,,,NaN
410,13049,2685,,,,NaN
411,13051,58586,,,,NaN
412,13053,6688,,,,NaN
413,13055,6174,,,,NaN
414,13057,60743,2377,1874,1417,1079
415,13059,28703,2207,2579,2565,2261
416,13061,502,,,,NaN
417,13063,61428,1866,1461,1082,808
418,13065,1920,,,,NaN
419,13067,163132,,,,NaN
420,13069,9997,,,,NaN
421,13071,10498,658,462,304,198
422,13073,33689,2025,1798,1504,1198
423,13075,4710,,,,NaN
424,13077,31738,,,,NaN
425,13079,1657,,,,NaN
426,13081,4429,,,,NaN
427,13083,2916,,,,NaN
428,13085,6548,253,169,113,76
429,13087,6215,294,232,173,131
430,13089,138499,5305,4405,3513,2801
431,13091,5000,,,,NaN
432,13093,2270,,,,NaN
433,13095,18191,1139,767,477,301
434,13097,33582,,,,NaN
435,13099,2610,,,,NaN
436,13101,904,,,,NaN
437,13103,12249,,,,NaN
438,13105,4425,242,198,154,114
439,13107,5662,,,,NaN
440,13109,2160,,,,NaN
441,13111,4833,234,224,210,188
442,13113,21008,,,,NaN
443,13115,25756,,,,NaN
444,13117,51015,2154,1534,1064,754
445,13119,5123,291,255,217,175
446,13121,204721,,,,NaN
447,13123,6301,278,228,182,146
448,13125,578,,,,NaN
449,13127,21456,1118,735,460,310
450,13129,14709,,,,NaN
451,13131,5339,291,214,138,91
452,13133,3741,177,172,150,130
453,13135,197874,8061,6300,4716,3573
454,13137,9431,441,408,366,310
455,13139,51308,2107,1740,1348,1023
456,13141,1507,,,,NaN
457,13143,5206,,,,NaN
458,13145,5792,,,,NaN
459,13147,4631,264,257,242,215
460,13149,2071,,,,NaN
461,13151,55593,1313,917,619,436
462,13153,37218,,,,NaN
463,13155,1750,,,,NaN
464,13157,20428,833,569,384,260
465,13159,3006,128,98,75,53
466,13161,3691,,,,NaN
467,13163,3456,,,,NaN
468,13165,1439,,,,NaN
469,13167,2152,,,,NaN
470,13169,4733,233,219,197,179
471,13171,4664,146,108,77,58
472,13173,2183,,,,NaN
473,13175,13242,,,,NaN
474,13177,6678,387,264,173,103
475,13179,11556,,,,NaN
476,13181,1533,,,,NaN
477,13183,2569,,,,NaN
478,13185,29524,1606,1056,721,515
479,13187,6722,351,327,279,222
480,13189,4810,218,175,136,110
481,13191,2249,,,,NaN
482,13193,2037,,,,NaN
483,13195,6718,383,328,269,212
484,13197,1427,,,,NaN
485,13199,4276,,,,NaN
486,13201,1622,,,,NaN
487,13205,4879,222,144,89,54
488,13207,5598,253,212,173,142
489,13209,1895,,,,NaN
490,13211,4264,213,189,157,130
491,13213,10730,577,363,216,133
492,13215,36050,,,,NaN
493,13217,23567,630,482,354,268
494,13219,8373,479,418,339,266
495,13221,3097,184,159,131,106
496,13223,36389,,,,NaN
497,13225,5820,,,,NaN
498,13227,7755,301,215,152,108
499,13229,5195,,,,NaN
500,13231,5111,,,,NaN
501,13233,11318,,,,NaN
502,13235,2081,,,,NaN
