,County,305,311,318,325,332,339,346
0,01001,2617,102,107,111,108,104,100
1,01003,8199,316,348,380,383,379,371
2,01005,1160,26,27,28,27,26,26
3,01007,1136,41,45,46,41,35,31
4,01009,2754,131,128,127,119,112,107
5,01011,689,8,9,10,10,10,9
6,01013,1133,25,27,30,30,29,29
7,01015,5964,264,272,274,263,257,255
8,01017,1675,64,65,64,59,55,53
9,01019,985,42,45,47,45,42,40
10,01021,2161,55,55,55,52,52,49
11,01023,417,7,7,8,9,10,10
12,01025,1549,46,47,45,43,40,39
13,01027,888,15,15,15,14,13,12
14,01029,742,20,21,21,20,19,17
15,01031,2303,82,89,92,91,92,91
16,01033,2943,158,166,164,149,134,119
17,01035,668,18,17,16,14,13,12
18,01037,306,13,13,14,12,10,10
19,01039,2123,69,72,75,71,67,64
20,01041,700,21,21,20,18,16,15
21,01043,4096,306,314,310,280,248,222
22,01045,2254,76,83,92,95,97,96
23,01047,2196,73,79,83,81,78,73
24,01049,4608,222,236,237,214,196,181
25,01051,3910,135,151,169,167,168,168
26,01053,1940,45,45,44,40,36,35
27,01055,5857,287,300,312,303,290,273
28,01057,831,36,39,40,38,33,31
29,01059,2436,79,84,83,79,74,69
30,01061,1167,50,52,49,45,39,36
31,01063,399,8,9,10,9,9,9
32,01065,915,24,27,27,24,22,22
33,01067,838,23,23,24,24,24,23
34,01069,5033,184,199,211,194,178,164
35,01071,2905,138,143,142,130,122,114
36,01073,30318,1310,1497,1622,1579,1518,1450
37,01075,622,20,21,22,20,18,17
38,01077,3783,229,243,256,241,223,204
39,01079,1214,61,67,68,64,60,56
40,01081,7504,175,189,199,196,198,202
41,01083,4008,194,206,215,199,185,173
42,01085,785,11,13,15,15,15,15
43,01087,694,25,27,29,31,31,30
44,01089,12204,679,759,809,766,739,725
45,01091,1164,30,33,35,32,29,28
46,01093,1339,41,42,41,37,33,32
47,01095,5794,297,326,335,307,285,273
48,01097,19260,665,726,775,771,767,763
49,01099,768,19,21,22,21,19,17
50,01101,12000,456,461,464,437,412,395
51,01103,6104,384,397,397,370,346,324
52,01105,668,10,10,9,8,7,7
53,01107,1141,49,50,49,41,35,30
54,01109,1547,40,43,44,42,39,37
55,01111,995,25,26,28,26,25,25
56,01113,2175,55,62,72,74,74,74
57,01115,3960,163,169,171,167,166,164
58,01117,9712,393,442,467,442,427,406
59,01119,553,14,14,14,13,12,12
60,01121,3340,135,142,141,134,131,130
61,01123,1685,89,92,95,89,82,79
62,01125,12446,496,572,611,535,471,424
63,01127,3480,133,149,160,145,131,121
64,01129,898,25,26,26,23,21,19
65,01131,623,10,11,11,9,8,7
66,01133,1225,47,49,51,47,44,40
67,02013,22,0,1,1,1,1,1
68,02016,106,0,0,0,0,0,0
69,02020,14702,1141,1173,1165,1077,972,877
70,02050,1149,84,73,64,55,45,39
71,02060,0,0,0,0,0,0,0
72,02068,41,3,2,2,2,1,1
73,02070,95,6,5,5,4,4,3
74,02090,3206,167,164,162,151,140,130
75,02100,16,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,798,35,36,38,37,36,36
78,02122,2144,181,177,168,156,146,140
79,02130,185,6,5,4,4,3,3
80,02150,217,15,15,15,13,12,11
81,02158,387,,,,,,NaN
82,02164,143,1,1,1,1,0,0
83,02170,2577,240,240,238,226,212,201
84,02180,185,9,9,10,10,9,10
85,02185,407,23,23,21,18,16,14
86,02188,338,17,18,17,15,13,11
87,02195,23,0,0,0,0,0,0
88,02198,46,2,2,3,2,2,2
89,02220,157,9,8,7,7,6,6
90,02230,9,0,1,1,2,1,1
91,02240,236,20,18,16,13,11,8
92,02261,237,18,17,17,14,12,10
93,02275,20,0,0,0,0,0,0
94,02282,44,0,0,0,0,0,0
95,02290,154,2,2,2,2,1,1
96,04001,4921,278,331,378,383,378,360
97,04003,3137,462,575,653,655,660,635
98,04005,6928,370,415,447,452,472,488
