,County,228,234,241,248,255,262,269,276,283
0,01001,1377,51,45,40,35,31,27,24,21
1,01003,4569,131,101,77,59,45,34,26,19
2,01005,616,2,1,1,0,0,0,0,0
3,01007,555,14,11,8,6,5,4,3,2
4,01009,1065,55,48,41,36,31,27,23,20
5,01011,545,3,1,0,0,0,0,0,0
6,01013,857,16,15,14,14,13,12,11,11
7,01015,2558,72,54,40,30,23,17,13,9
8,01017,855,5,4,3,2,1,1,0,0
9,01019,365,15,13,11,9,8,7,6,5
10,01021,1157,127,125,115,100,83,66,51,38
11,01023,324,0,0,0,0,0,0,0,0
12,01025,927,23,15,10,6,4,2,1,0
13,01027,396,22,18,15,13,11,9,7,6
14,01029,233,13,9,5,3,2,1,0,0
15,01031,975,8,6,4,3,3,2,2,1
16,01033,1476,30,29,28,27,27,26,25,24
17,01035,434,6,4,3,3,3,2,2,2
18,01037,109,2,2,1,1,1,1,1,1
19,01039,815,5,3,2,1,0,0,0,0
20,01041,399,0,0,0,0,0,0,0,0
21,01043,1456,10,6,4,2,1,1,0,0
22,01045,1027,0,0,0,0,0,0,0,0
23,01047,1441,22,18,15,12,9,8,6,5
24,01049,2105,0,0,0,0,0,0,0,0
25,01051,2105,73,62,53,45,37,31,26,21
26,01053,1247,19,13,8,5,3,2,1,1
27,01055,2754,106,88,73,60,50,41,34,28
28,01057,314,18,16,15,13,12,10,9,8
29,01059,1593,71,67,63,60,57,54,52,50
30,01061,398,17,15,13,11,9,8,7,6
31,01063,282,6,5,5,4,4,3,3,2
32,01065,536,4,3,2,2,1,1,0,0
33,01067,345,22,18,14,11,7,5,3,2
34,01069,1912,63,55,49,45,41,38,36,35
35,01071,1318,23,13,7,4,2,1,0,0
36,01073,16590,508,419,345,283,233,191,157,128
37,01075,282,0,0,0,0,0,0,0,0
38,01077,1470,58,48,40,33,27,22,18,15
39,01079,502,70,57,38,21,10,4,1,0
40,01081,3488,279,206,140,91,58,36,22,13
41,01083,1703,70,59,50,43,36,30,26,22
42,01085,603,4,2,1,1,0,0,0,0
43,01087,409,10,8,7,6,5,4,3,3
44,01089,6575,151,119,96,78,65,56,49,44
45,01091,644,13,10,8,6,5,4,3,3
46,01093,733,14,11,8,6,5,3,3,2
47,01095,3497,27,16,9,5,2,1,0,0
48,01097,12272,110,61,34,19,11,7,5,3
49,01099,436,1,0,0,0,0,0,0,0
50,01101,7916,115,82,60,46,36,29,23,19
51,01103,2884,58,45,35,28,23,19,16,15
52,01105,483,2,1,0,0,0,0,0,0
53,01107,545,11,5,3,2,1,0,0,0
54,01109,849,21,18,15,13,11,9,7,6
55,01111,494,0,0,0,0,0,0,0,0
56,01113,1561,21,16,13,9,7,5,4,3
57,01115,1707,20,13,9,6,4,3,2,1
58,01117,4306,105,84,67,53,42,34,27,21
59,01119,403,3,2,2,1,1,1,0,0
60,01121,1303,20,11,6,3,1,0,0,0
61,01123,941,10,6,3,2,1,0,0,0
62,01125,5311,215,191,168,147,128,111,96,82
63,01127,1926,63,57,52,47,43,39,35,32
64,01129,499,1,1,1,0,0,0,0,0
65,01131,474,1,0,0,0,0,0,0,0
66,01133,569,20,18,16,15,13,12,11,10
67,02013,2,0,0,0,0,0,0,0,0
68,02016,6,0,0,0,0,0,0,0,0
69,02020,3284,193,165,141,121,103,87,74,63
70,02050,67,4,3,3,3,2,2,2,2
71,02060,10,1,1,1,1,1,1,1,1
72,02068,2,0,0,0,0,0,0,0,0
73,02070,5,0,0,0,0,0,0,0,0
74,02090,747,174,222,254,260,240,203,159,118
75,02100,4,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,193,7,7,7,7,7,7,7,6
78,02122,421,6,3,1,1,0,0,0,0
79,02130,47,1,1,1,1,1,1,0,0
80,02150,18,0,0,0,0,0,0,0,0
81,02158,8,0,0,0,0,0,0,0,0
82,02164,0,0,0,0,0,0,0,0,0
83,02170,508,35,32,29,26,23,21,19,17
84,02180,45,3,1,0,0,0,0,0,0
85,02185,51,4,4,4,4,4,4,4,4
86,02188,70,0,0,0,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0,0
88,02198,27,4,4,3,2,2,2,1,1
89,02220,38,1,0,0,0,0,0,0,0
90,02230,0,0,0,0,0,0,0,0,0
91,02240,19,0,0,0,0,0,0,0,0
92,02261,75,0,0,0,0,0,0,0,0
93,02275,12,0,0,0,0,0,0,0,0
94,02282,21,3,1,0,0,0,0,0,0
95,02290,72,0,0,0,0,0,0,0,0
96,04001,3369,13,9,5,4,2,1,1,0
97,04003,1841,11,8,6,4,3,3,2,2
98,04005,3390,20,18,16,14,12,10,9,8
99,04007,1131,18,11,7,4,2,1,1,0
100,04009,763,35,29,24,20,17,14,11,9
101,04011,59,2,1,1,0,0,0,0,0
102,04012,517,1,0,0,0,0,0,0,0
103,04013,135964,120,50,21,9,4,1,1,0
104,04015,3761,73,56,43,33,25,19,15,11
105,04017,5653,29,22,17,15,13,12,11,11
106,04019,21888,517,431,359,299,248,206,172,143
107,04021,9965,134,102,77,58,44,33,25,19
108,04023,2775,10,6,4,3,2,1,0,0
109,04025,2365,37,27,20,15,11,9,7,5
110,04027,12325,55,31,17,9,5,2,1,0
111,05001,298,9,7,6,5,4,3,3,2
112,05003,390,0,0,0,0,0,0,0,0
113,05005,149,7,2,1,0,0,0,0,0
114,05007,5632,276,216,154,106,73,50,35,25
115,05009,408,14,12,10,8,7,6,5,4
116,05011,311,16,10,7,4,2,1,1,0
117,05013,24,2,2,2,2,1,1,1,1
118,05015,501,19,17,16,15,14,13,12,11
119,05017,969,7,4,3,1,1,0,0,0
120,05019,263,2,1,1,0,0,0,0,0
121,05021,209,16,17,15,13,11,9,8,7
122,05023,267,0,0,0,0,0,0,0,0
123,05025,142,2,1,0,0,0,0,0,0
124,05027,317,13,13,13,13,13,13,13,13
125,05029,219,10,7,5,4,2,2,1,1
126,05031,2079,75,59,47,37,29,23,18,14
127,05033,992,38,29,22,17,13,10,8,6
128,05035,1713,43,32,25,19,14,11,8,7
129,05037,304,62,59,43,28,17,10,6,3
