,Region,677,682,689,696,703
0,Belgium,,356,429,516,613
1,Bulgaria,,823,765,709,671
2,Czechia,,972,1228,1527,1861
3,Denmark,,73,91,113,137
4,Germany,,2530,3317,4306,5503
5,Estonia,,52,49,46,41
6,Ireland,,47,52,53,49
7,Greece,,736,851,998,1169
8,Spain,,139,140,139,139
9,France,,630,835,1103,1413
10,Croatia,,523,577,630,665
11,Italy,,517,577,642,691
12,Cyprus,,1,1,1,0
13,Latvia,,172,155,140,124
14,Lithuania,,163,151,141,132
15,Luxembourg,,4,3,3,3
16,Hungary,,1389,1673,1991,2350
17,Malta,,7,14,28,54
18,Netherlands,,465,636,865,1149
19,Austria,,483,612,771,940
20,Poland,,3545,4903,6666,8762
21,Portugal,,119,151,192,243
22,Romania,,1152,949,788,669
23,Slovenia,,141,155,171,189
24,Slovakia,,477,554,625,684
25,Finland,,24,24,23,22
26,Sweden,,35,39,42,46
27,United Kingdom,,894,868,848,825
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,1,1
30,Norway,,71,84,97,111
31,Switzerland,,145,211,304,424
