,Region,572,577,584,591,598
0,Belgium,,19,16,15,14
1,Bulgaria,,101,141,196,269
2,Czechia,,6,4,3,2
3,Denmark,,10,15,23,34
4,Germany,,62,48,38,32
5,Estonia,,2,2,1,1
6,Ireland,,6,6,5,4
7,Greece,,183,244,328,436
8,Spain,,576,647,726,819
9,France,,577,741,947,1209
10,Croatia,,9,8,7,7
11,Italy,,254,328,429,551
12,Cyprus,,12,10,9,8
13,Latvia,,1,1,1,0
14,Lithuania,,39,66,112,185
15,Luxembourg,,8,14,26,47
16,Hungary,,4,3,3,2
17,Malta,,4,4,4,5
18,Netherlands,,69,87,110,135
19,Austria,,6,5,4,4
20,Poland,,14,13,12,11
21,Portugal,,95,97,101,101
22,Romania,,39,47,57,68
23,Slovenia,,2,2,2,2
24,Slovakia,,1,1,1,1
25,Finland,,20,32,51,81
26,Sweden,,1,0,0,0
27,United Kingdom,,660,699,751,804
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,1,1,1
30,Norway,,3,4,5,6
31,Switzerland,,33,47,67,95
