,Region,824,829,836,843,850
0,Belgium,,165,168,172,172
1,Bulgaria,,48,39,33,27
2,Czechia,,71,62,54,46
3,Denmark,,67,55,45,36
4,Germany,,923,866,788,751
5,Estonia,,14,11,9,8
6,Ireland,,50,43,38,34
7,Greece,,291,246,214,184
8,Spain,,359,378,401,419
9,France,,850,887,912,946
10,Croatia,,38,33,28,25
11,Italy,,1013,1059,1126,1183
12,Cyprus,,12,11,10,9
13,Latvia,,25,23,22,19
14,Lithuania,,42,40,38,35
15,Luxembourg,,3,2,1,1
16,Hungary,,156,153,149,143
17,Malta,,10,9,8,7
18,Netherlands,,88,91,106,108
19,Austria,,94,74,60,47
20,Poland,,82,60,46,36
21,Portugal,,116,109,101,92
22,Romania,,80,73,67,60
23,Slovenia,,16,14,12,10
24,Slovakia,,93,73,59,50
25,Finland,,85,65,51,40
26,Sweden,,41,30,23,17
27,United Kingdom,,1602,1598,1565,1594
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,1
30,Norway,,31,20,14,9
31,Switzerland,,20,17,14,12
