,Region,516,521,528,535,542
0,Belgium,,38,32,28,24
1,Bulgaria,,60,50,42,36
2,Czechia,,43,36,31,27
3,Denmark,,5,5,5,5
4,Germany,,421,362,316,281
5,Estonia,,2,1,1,1
6,Ireland,,4,4,3,3
7,Greece,,96,80,69,60
8,Spain,,195,171,155,141
9,France,,264,220,189,165
10,Croatia,,30,24,20,16
11,Italy,,238,189,155,132
12,Cyprus,,3,2,2,2
13,Latvia,,36,33,31,29
14,Lithuania,,22,18,15,13
15,Luxembourg,,1,1,1,1
16,Hungary,,30,21,16,12
17,Malta,,1,1,1,0
18,Netherlands,,13,8,6,4
19,Austria,,17,14,13,11
20,Poland,,257,216,186,163
21,Portugal,,17,19,20,22
22,Romania,,580,526,484,446
23,Slovenia,,9,7,6,5
24,Slovakia,,39,36,33,30
25,Finland,,2,1,1,1
26,Sweden,,19,14,11,9
27,United Kingdom,,71,74,77,78
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,15,13,12,11
