,Region,488,493,500,507,514
0,Belgium,,112,97,88,85
1,Bulgaria,,274,257,250,250
2,Czechia,,114,89,73,63
3,Denmark,,5,4,4,4
4,Germany,,1153,1120,1114,1137
5,Estonia,,17,15,14,13
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,303,274,262,262
8,Spain,,384,365,358,366
9,France,,678,565,509,484
10,Croatia,,170,148,135,130
11,Italy,,991,902,858,859
12,Cyprus,,8,7,7,7
13,Latvia,,56,60,64,66
14,Lithuania,,74,76,78,80
15,Luxembourg,,3,3,3,3
16,Hungary,,280,214,179,160
17,Malta,,1,1,1,1
18,Netherlands,,100,94,92,93
19,Austria,,69,62,58,57
20,Poland,,1394,1342,1310,1319
21,Portugal,,11,11,11,11
22,Romania,,390,346,323,316
23,Slovenia,,27,26,26,26
24,Slovakia,,98,79,67,61
25,Finland,,5,4,4,4
26,Sweden,,115,122,130,142
27,United Kingdom,,51,48,48,49
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,4,4,4
31,Switzerland,,39,39,40,42
