,Region,802,808,815,822,829
0,Belgium,,91,77,66,55
1,Bulgaria,,96,82,72,61
2,Czechia,,133,113,97,85
3,Denmark,,145,125,107,92
4,Germany,,1631,1830,2079,2292
5,Estonia,,27,22,20,18
6,Ireland,,79,95,116,135
7,Greece,,453,512,579,648
8,Spain,,880,971,1095,1250
9,France,,764,785,811,838
10,Croatia,,74,68,65,61
11,Italy,,1035,1085,1149,1216
12,Cyprus,,13,13,12,12
13,Latvia,,64,64,64,64
14,Lithuania,,77,72,68,64
15,Luxembourg,,10,10,9,8
16,Hungary,,224,208,194,178
17,Malta,,10,11,12,13
18,Netherlands,,126,140,161,172
19,Austria,,333,373,415,454
20,Poland,,482,460,446,423
21,Portugal,,205,242,294,367
22,Romania,,162,145,131,117
23,Slovenia,,24,21,20,18
24,Slovakia,,138,131,123,113
25,Finland,,134,123,114,105
26,Sweden,,197,217,245,280
27,United Kingdom,,938,996,1016,1112
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1,1,1,1
30,Norway,,171,172,157,131
31,Switzerland,,42,29,21,17
