,Region,719,724,731,738,745
0,Belgium,,95,76,61,50
1,Bulgaria,,576,629,688,740
2,Czechia,,357,322,289,261
3,Denmark,,92,100,109,118
4,Germany,,1838,1873,1918,1925
5,Estonia,,20,19,19,18
6,Ireland,,37,40,42,44
7,Greece,,474,469,462,442
8,Spain,,622,760,918,1097
9,France,,1814,2120,2466,2814
10,Croatia,,240,220,205,187
11,Italy,,1577,1892,2255,2547
12,Cyprus,,19,23,28,34
13,Latvia,,87,98,108,118
14,Lithuania,,100,89,79,70
15,Luxembourg,,8,8,8,8
16,Hungary,,528,467,421,381
17,Malta,,13,21,33,51
18,Netherlands,,149,134,118,108
19,Austria,,82,72,66,58
20,Poland,,2938,3104,3219,3330
21,Portugal,,107,110,114,116
22,Romania,,172,150,134,115
23,Slovenia,,54,54,55,55
24,Slovakia,,205,171,145,122
25,Finland,,103,134,172,222
26,Sweden,,82,106,135,173
27,United Kingdom,,1635,2195,2905,3699
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1,1,2,2
30,Norway,,55,59,66,70
31,Switzerland,,207,225,243,259
