,Region,670,675,682,689,696
0,Belgium,,347,451,582,722
1,Bulgaria,,1151,1201,1249,1314
2,Czechia,,841,1168,1629,2232
3,Denmark,,64,87,117,158
4,Germany,,2158,2888,3943,5324
5,Estonia,,62,59,56,52
6,Ireland,,49,47,47,46
7,Greece,,684,833,1001,1180
8,Spain,,158,165,174,186
9,France,,375,445,525,614
10,Croatia,,557,687,862,1090
11,Italy,,507,599,709,831
12,Cyprus,,6,6,7,7
13,Latvia,,249,255,259,259
14,Lithuania,,178,166,155,142
15,Luxembourg,,8,10,12,14
16,Hungary,,1349,1816,2453,3291
17,Malta,,0,0,0,0
18,Netherlands,,273,337,414,496
19,Austria,,473,681,964,1313
20,Poland,,3178,4912,7429,10870
21,Portugal,,78,98,120,148
22,Romania,,1868,1694,1506,1353
23,Slovenia,,153,187,226,268
24,Slovakia,,641,981,1503,2283
25,Finland,,34,36,40,43
26,Sweden,,29,31,33,34
27,United Kingdom,,1163,1229,1288,1336
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,0
30,Norway,,78,115,155,215
31,Switzerland,,69,83,99,115
