,Region,607,612,619,626,633
0,Belgium,,48,50,52,55
1,Bulgaria,,506,558,621,688
2,Czechia,,18,23,30,39
3,Denmark,,21,24,26,29
4,Germany,,358,411,486,568
5,Estonia,,16,18,21,23
6,Ireland,,24,22,20,19
7,Greece,,277,273,273,273
8,Spain,,424,375,342,310
9,France,,486,440,398,374
10,Croatia,,81,95,114,135
11,Italy,,380,376,379,385
12,Cyprus,,13,12,12,11
13,Latvia,,42,58,79,107
14,Lithuania,,124,148,179,214
15,Luxembourg,,1,1,1,0
16,Hungary,,40,55,74,100
17,Malta,,5,5,6,6
18,Netherlands,,44,43,42,41
19,Austria,,70,89,115,145
20,Poland,,66,80,93,109
21,Portugal,,41,35,30,26
22,Romania,,708,1037,1510,2152
23,Slovenia,,42,66,104,164
24,Slovakia,,13,17,23,32
25,Finland,,12,12,13,13
26,Sweden,,92,164,288,501
27,United Kingdom,,1103,1213,1344,1457
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,1
30,Norway,,11,15,19,24
31,Switzerland,,45,47,49,50
