,Region,453,458,465,472,479
0,Belgium,,274,268,268,276
1,Bulgaria,,715,709,713,737
2,Czechia,,548,455,395,354
3,Denmark,,12,12,13,14
4,Germany,,1474,1567,1687,1805
5,Estonia,,64,59,55,54
6,Ireland,,57,58,61,64
7,Greece,,563,591,628,673
8,Spain,,545,526,519,526
9,France,,1943,2023,2126,2297
10,Croatia,,282,309,330,348
11,Italy,,2869,2886,2927,3022
12,Cyprus,,11,12,13,14
13,Latvia,,55,58,62,66
14,Lithuania,,78,82,86,89
15,Luxembourg,,13,13,13,13
16,Hungary,,1766,1792,1808,1829
17,Malta,,7,7,8,8
18,Netherlands,,168,174,184,196
19,Austria,,214,214,217,223
20,Poland,,3488,3749,4013,4227
21,Portugal,,29,28,28,29
22,Romania,,1115,1161,1213,1277
23,Slovenia,,39,39,39,40
24,Slovakia,,543,544,542,542
25,Finland,,16,16,17,18
26,Sweden,,118,126,138,149
27,United Kingdom,,204,203,210,221
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,13,14,15,17
31,Switzerland,,65,66,68,72
