,Region,754,759,766,773,780
0,Belgium,,376,450,550,669
1,Bulgaria,,605,633,658,691
2,Czechia,,506,695,960,1310
3,Denmark,,236,291,345,390
4,Germany,,1203,1358,1588,1775
5,Estonia,,65,85,110,138
6,Ireland,,52,45,40,34
7,Greece,,616,578,550,530
8,Spain,,1841,2080,2367,2610
9,France,,2307,2577,2853,3107
10,Croatia,,323,312,302,292
11,Italy,,2206,2113,2046,2034
12,Cyprus,,48,68,91,115
13,Latvia,,79,82,86,88
14,Lithuania,,143,159,172,185
15,Luxembourg,,8,8,8,8
16,Hungary,,527,563,603,643
17,Malta,,24,27,30,32
18,Netherlands,,94,108,125,141
19,Austria,,171,196,230,270
20,Poland,,1641,1829,2042,2218
21,Portugal,,341,352,373,400
22,Romania,,1287,1771,2464,3371
23,Slovenia,,135,155,177,200
24,Slovakia,,138,139,140,141
25,Finland,,92,92,94,96
26,Sweden,,319,355,399,439
27,United Kingdom,,1350,1201,1106,944
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,0
30,Norway,,25,23,21,19
31,Switzerland,,148,182,224,278
