,Region,621,626,633,640,647
0,Belgium,,81,99,121,144
1,Bulgaria,,439,412,390,369
2,Czechia,,32,44,60,82
3,Denmark,,26,33,42,51
4,Germany,,270,220,187,154
5,Estonia,,17,16,16,15
6,Ireland,,54,67,85,108
7,Greece,,216,214,213,209
8,Spain,,152,101,75,54
9,France,,270,208,160,128
10,Croatia,,87,87,89,87
11,Italy,,288,253,228,206
12,Cyprus,,1,1,0,0
13,Latvia,,68,87,109,134
14,Lithuania,,170,202,238,271
15,Luxembourg,,0,0,0,0
16,Hungary,,70,99,140,194
17,Malta,,1,1,1,1
18,Netherlands,,30,25,20,17
19,Austria,,48,41,34,30
20,Poland,,143,181,230,289
21,Portugal,,33,31,28,26
22,Romania,,1535,2042,2740,3634
23,Slovenia,,33,31,29,28
24,Slovakia,,121,229,435,812
25,Finland,,11,11,11,10
26,Sweden,,39,35,32,28
27,United Kingdom,,694,623,556,497
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,1,1,1
30,Norway,,10,10,11,12
31,Switzerland,,53,55,57,59
