,Region,544,549,556,563,570
0,Belgium,,7,5,4,4
1,Bulgaria,,28,25,23,22
2,Czechia,,8,5,4,3
3,Denmark,,2,3,2,2
4,Germany,,114,96,85,78
5,Estonia,,1,1,1,1
6,Ireland,,5,4,4,3
7,Greece,,55,56,56,55
8,Spain,,107,112,116,116
9,France,,112,99,91,85
10,Croatia,,7,6,5,4
11,Italy,,66,52,44,40
12,Cyprus,,3,4,4,4
13,Latvia,,5,4,3,3
14,Lithuania,,4,3,3,2
15,Luxembourg,,1,1,1,1
16,Hungary,,11,12,12,11
17,Malta,,0,0,0,0
18,Netherlands,,10,9,9,8
19,Austria,,5,4,3,2
20,Poland,,49,43,38,34
21,Portugal,,61,69,75,75
22,Romania,,107,80,65,57
23,Slovenia,,2,1,1,1
24,Slovakia,,4,3,3,2
25,Finland,,2,2,2,2
26,Sweden,,10,10,9,9
27,United Kingdom,,377,472,546,596
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1,1,1,1
30,Norway,,1,1,1,1
31,Switzerland,,3,2,2,2
