,Region,628,633,640,647,654
0,Belgium,,79,91,104,118
1,Bulgaria,,568,584,610,633
2,Czechia,,28,32,38,44
3,Denmark,,9,8,7,6
4,Germany,,347,335,329,318
5,Estonia,,30,35,41,47
6,Ireland,,30,29,29,28
7,Greece,,215,214,215,214
8,Spain,,200,178,157,145
9,France,,262,227,195,168
10,Croatia,,98,104,112,121
11,Italy,,243,217,196,179
12,Cyprus,,4,4,4,3
13,Latvia,,72,84,99,117
14,Lithuania,,191,216,245,277
15,Luxembourg,,0,0,0,0
16,Hungary,,67,79,92,108
17,Malta,,1,0,0,0
18,Netherlands,,26,23,19,17
19,Austria,,62,62,63,63
20,Poland,,209,266,340,434
21,Portugal,,47,51,55,58
22,Romania,,2437,3360,4580,6177
23,Slovenia,,36,36,36,36
24,Slovakia,,97,131,178,238
25,Finland,,17,18,20,22
26,Sweden,,26,24,21,19
27,United Kingdom,,741,722,705,692
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,1
30,Norway,,8,7,8,8
31,Switzerland,,43,43,44,44
