,Region,418,423,430,437,444
0,Belgium,,142,127,113,100
1,Bulgaria,,630,804,1028,1311
2,Czechia,,1658,1851,2045,2226
3,Denmark,,5,3,2,1
4,Germany,,953,733,558,425
5,Estonia,,80,95,112,130
6,Ireland,,58,42,31,23
7,Greece,,405,513,650,821
8,Spain,,951,752,599,475
9,France,,1460,1297,1159,1030
10,Croatia,,49,40,32,26
11,Italy,,2243,2298,2351,2397
12,Cyprus,,2,1,1,1
13,Latvia,,52,46,41,36
14,Lithuania,,57,49,43,37
15,Luxembourg,,17,19,20,22
16,Hungary,,1253,1514,1823,2187
17,Malta,,14,16,18,20
18,Netherlands,,176,146,121,101
19,Austria,,139,133,127,122
20,Poland,,1804,1948,2082,2224
21,Portugal,,74,42,24,13
22,Romania,,595,635,677,719
23,Slovenia,,38,33,29,25
24,Slovakia,,684,686,687,686
25,Finland,,14,14,14,14
26,Sweden,,81,63,49,38
27,United Kingdom,,618,401,261,169
28,Iceland,,1,1,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,4,3,2,2
31,Switzerland,,32,23,17,12
